ID,ECLO
ACCIDENT_39740,4.1
ACCIDENT_39741,3.5
ACCIDENT_39742,4.1
ACCIDENT_39743,4.0
ACCIDENT_39744,4.1
ACCIDENT_39745,4.3
ACCIDENT_39746,3.4
ACCIDENT_39747,4.1
ACCIDENT_39748,4.2
ACCIDENT_39749,3.1
ACCIDENT_39750,4.3
ACCIDENT_39751,3.7
ACCIDENT_39752,4.5
ACCIDENT_39753,4.1
ACCIDENT_39754,4.2
ACCIDENT_39755,3.7
ACCIDENT_39756,4.1
ACCIDENT_39757,4.3
ACCIDENT_39758,4.5
ACCIDENT_39759,3.5
ACCIDENT_39760,4.2
ACCIDENT_39761,4.1
ACCIDENT_39762,4.4
ACCIDENT_39763,4.6
ACCIDENT_39764,3.9
ACCIDENT_39765,4.4
ACCIDENT_39766,3.6
ACCIDENT_39767,3.4
ACCIDENT_39768,3.6
ACCIDENT_39769,4.0
ACCIDENT_39770,4.0
ACCIDENT_39771,4.1
ACCIDENT_39772,4.1
ACCIDENT_39773,4.1
ACCIDENT_39774,4.1
ACCIDENT_39775,3.3
ACCIDENT_39776,3.3
ACCIDENT_39777,4.2
ACCIDENT_39778,3.9
ACCIDENT_39779,4.2
ACCIDENT_39780,4.1
ACCIDENT_39781,3.9
ACCIDENT_39782,3.9
ACCIDENT_39783,4.2
ACCIDENT_39784,5.0
ACCIDENT_39785,4.4
ACCIDENT_39786,3.4
ACCIDENT_39787,4.6
ACCIDENT_39788,3.7
ACCIDENT_39789,4.1
ACCIDENT_39790,4.3
ACCIDENT_39791,3.9
ACCIDENT_39792,3.7
ACCIDENT_39793,4.5
ACCIDENT_39794,3.8
ACCIDENT_39795,4.6
ACCIDENT_39796,3.5
ACCIDENT_39797,4.5
ACCIDENT_39798,4.3
ACCIDENT_39799,4.3
ACCIDENT_39800,4.3
ACCIDENT_39801,4.2
ACCIDENT_39802,4.7
ACCIDENT_39803,4.7
ACCIDENT_39804,4.4
ACCIDENT_39805,3.4
ACCIDENT_39806,4.4
ACCIDENT_39807,5.0
ACCIDENT_39808,4.6
ACCIDENT_39809,4.3
ACCIDENT_39810,3.4
ACCIDENT_39811,3.9
ACCIDENT_39812,4.3
ACCIDENT_39813,4.2
ACCIDENT_39814,3.7
ACCIDENT_39815,4.6
ACCIDENT_39816,5.3
ACCIDENT_39817,4.5
ACCIDENT_39818,5.0
ACCIDENT_39819,5.8
ACCIDENT_39820,5.0
ACCIDENT_39821,4.8
ACCIDENT_39822,6.4
ACCIDENT_39823,4.3
ACCIDENT_39824,4.9
ACCIDENT_39825,4.3
ACCIDENT_39826,4.2
ACCIDENT_39827,4.5
ACCIDENT_39828,4.3
ACCIDENT_39829,4.7
ACCIDENT_39830,5.0
ACCIDENT_39831,4.7
ACCIDENT_39832,4.7
ACCIDENT_39833,5.4
ACCIDENT_39834,4.8
ACCIDENT_39835,3.8
ACCIDENT_39836,4.6
ACCIDENT_39837,4.5
ACCIDENT_39838,4.6
ACCIDENT_39839,4.9
ACCIDENT_39840,5.0
ACCIDENT_39841,4.4
ACCIDENT_39842,4.1
ACCIDENT_39843,4.4
ACCIDENT_39844,4.2
ACCIDENT_39845,4.7
ACCIDENT_39846,4.1
ACCIDENT_39847,4.3
ACCIDENT_39848,4.5
ACCIDENT_39849,4.1
ACCIDENT_39850,3.4
ACCIDENT_39851,4.3
ACCIDENT_39852,4.2
ACCIDENT_39853,3.6
ACCIDENT_39854,4.1
ACCIDENT_39855,4.5
ACCIDENT_39856,4.0
ACCIDENT_39857,4.1
ACCIDENT_39858,4.3
ACCIDENT_39859,4.2
ACCIDENT_39860,4.3
ACCIDENT_39861,3.4
ACCIDENT_39862,4.4
ACCIDENT_39863,3.7
ACCIDENT_39864,3.4
ACCIDENT_39865,3.9
ACCIDENT_39866,4.5
ACCIDENT_39867,4.6
ACCIDENT_39868,4.5
ACCIDENT_39869,4.5
ACCIDENT_39870,4.6
ACCIDENT_39871,4.6
ACCIDENT_39872,4.4
ACCIDENT_39873,4.3
ACCIDENT_39874,4.3
ACCIDENT_39875,4.6
ACCIDENT_39876,4.2
ACCIDENT_39877,4.0
ACCIDENT_39878,3.9
ACCIDENT_39879,4.1
ACCIDENT_39880,3.1
ACCIDENT_39881,3.8
ACCIDENT_39882,4.2
ACCIDENT_39883,4.1
ACCIDENT_39884,4.4
ACCIDENT_39885,4.2
ACCIDENT_39886,3.9
ACCIDENT_39887,3.9
ACCIDENT_39888,4.1
ACCIDENT_39889,3.5
ACCIDENT_39890,4.3
ACCIDENT_39891,4.3
ACCIDENT_39892,3.9
ACCIDENT_39893,4.1
ACCIDENT_39894,3.6
ACCIDENT_39895,4.2
ACCIDENT_39896,4.5
ACCIDENT_39897,4.3
ACCIDENT_39898,3.6
ACCIDENT_39899,4.4
ACCIDENT_39900,4.2
ACCIDENT_39901,4.9
ACCIDENT_39902,3.6
ACCIDENT_39903,4.5
ACCIDENT_39904,3.6
ACCIDENT_39905,4.5
ACCIDENT_39906,4.3
ACCIDENT_39907,4.4
ACCIDENT_39908,4.1
ACCIDENT_39909,4.1
ACCIDENT_39910,4.2
ACCIDENT_39911,4.2
ACCIDENT_39912,4.1
ACCIDENT_39913,4.1
ACCIDENT_39914,4.0
ACCIDENT_39915,3.9
ACCIDENT_39916,3.9
ACCIDENT_39917,3.7
ACCIDENT_39918,4.5
ACCIDENT_39919,4.3
ACCIDENT_39920,4.2
ACCIDENT_39921,4.2
ACCIDENT_39922,4.2
ACCIDENT_39923,3.6
ACCIDENT_39924,4.2
ACCIDENT_39925,4.6
ACCIDENT_39926,4.7
ACCIDENT_39927,3.8
ACCIDENT_39928,4.3
ACCIDENT_39929,4.0
ACCIDENT_39930,4.2
ACCIDENT_39931,4.2
ACCIDENT_39932,4.3
ACCIDENT_39933,4.1
ACCIDENT_39934,4.1
ACCIDENT_39935,4.1
ACCIDENT_39936,4.1
ACCIDENT_39937,3.9
ACCIDENT_39938,3.9
ACCIDENT_39939,3.5
ACCIDENT_39940,4.1
ACCIDENT_39941,4.1
ACCIDENT_39942,3.5
ACCIDENT_39943,4.0
ACCIDENT_39944,4.2
ACCIDENT_39945,3.5
ACCIDENT_39946,4.7
ACCIDENT_39947,4.1
ACCIDENT_39948,4.2
ACCIDENT_39949,4.1
ACCIDENT_39950,4.2
ACCIDENT_39951,4.2
ACCIDENT_39952,4.2
ACCIDENT_39953,4.2
ACCIDENT_39954,4.4
ACCIDENT_39955,4.3
ACCIDENT_39956,4.4
ACCIDENT_39957,3.9
ACCIDENT_39958,4.1
ACCIDENT_39959,4.1
ACCIDENT_39960,4.3
ACCIDENT_39961,4.4
ACCIDENT_39962,4.6
ACCIDENT_39963,4.1
ACCIDENT_39964,4.6
ACCIDENT_39965,4.3
ACCIDENT_39966,3.6
ACCIDENT_39967,4.2
ACCIDENT_39968,4.3
ACCIDENT_39969,3.8
ACCIDENT_39970,4.1
ACCIDENT_39971,4.0
ACCIDENT_39972,3.8
ACCIDENT_39973,3.4
ACCIDENT_39974,4.3
ACCIDENT_39975,4.1
ACCIDENT_39976,3.8
ACCIDENT_39977,4.1
ACCIDENT_39978,4.0
ACCIDENT_39979,4.1
ACCIDENT_39980,3.9
ACCIDENT_39981,4.0
ACCIDENT_39982,4.2
ACCIDENT_39983,3.4
ACCIDENT_39984,3.9
ACCIDENT_39985,3.9
ACCIDENT_39986,4.3
ACCIDENT_39987,4.0
ACCIDENT_39988,4.0
ACCIDENT_39989,4.0
ACCIDENT_39990,4.0
ACCIDENT_39991,4.3
ACCIDENT_39992,4.1
ACCIDENT_39993,4.0
ACCIDENT_39994,4.4
ACCIDENT_39995,4.2
ACCIDENT_39996,4.1
ACCIDENT_39997,4.2
ACCIDENT_39998,3.0
ACCIDENT_39999,4.3
ACCIDENT_40000,4.8
ACCIDENT_40001,4.6
ACCIDENT_40002,4.5
ACCIDENT_40003,4.3
ACCIDENT_40004,3.6
ACCIDENT_40005,5.1
ACCIDENT_40006,4.5
ACCIDENT_40007,4.9
ACCIDENT_40008,4.6
ACCIDENT_40009,4.3
ACCIDENT_40010,5.0
ACCIDENT_40011,4.5
ACCIDENT_40012,3.8
ACCIDENT_40013,4.3
ACCIDENT_40014,4.2
ACCIDENT_40015,4.2
ACCIDENT_40016,4.1
ACCIDENT_40017,4.3
ACCIDENT_40018,3.4
ACCIDENT_40019,4.3
ACCIDENT_40020,4.9
ACCIDENT_40021,4.4
ACCIDENT_40022,3.8
ACCIDENT_40023,4.2
ACCIDENT_40024,4.3
ACCIDENT_40025,4.2
ACCIDENT_40026,4.1
ACCIDENT_40027,4.3
ACCIDENT_40028,3.5
ACCIDENT_40029,4.4
ACCIDENT_40030,4.6
ACCIDENT_40031,4.6
ACCIDENT_40032,4.4
ACCIDENT_40033,4.5
ACCIDENT_40034,4.3
ACCIDENT_40035,4.6
ACCIDENT_40036,4.8
ACCIDENT_40037,3.6
ACCIDENT_40038,3.9
ACCIDENT_40039,5.0
ACCIDENT_40040,4.5
ACCIDENT_40041,4.2
ACCIDENT_40042,4.6
ACCIDENT_40043,4.4
ACCIDENT_40044,4.2
ACCIDENT_40045,4.0
ACCIDENT_40046,4.7
ACCIDENT_40047,4.5
ACCIDENT_40048,4.6
ACCIDENT_40049,4.6
ACCIDENT_40050,3.8
ACCIDENT_40051,4.7
ACCIDENT_40052,4.9
ACCIDENT_40053,5.1
ACCIDENT_40054,4.6
ACCIDENT_40055,3.9
ACCIDENT_40056,4.2
ACCIDENT_40057,3.3
ACCIDENT_40058,4.2
ACCIDENT_40059,4.3
ACCIDENT_40060,4.4
ACCIDENT_40061,4.1
ACCIDENT_40062,4.3
ACCIDENT_40063,4.3
ACCIDENT_40064,4.2
ACCIDENT_40065,4.2
ACCIDENT_40066,4.3
ACCIDENT_40067,4.1
ACCIDENT_40068,4.1
ACCIDENT_40069,4.3
ACCIDENT_40070,3.4
ACCIDENT_40071,4.1
ACCIDENT_40072,4.2
ACCIDENT_40073,4.1
ACCIDENT_40074,3.5
ACCIDENT_40075,4.5
ACCIDENT_40076,4.1
ACCIDENT_40077,4.2
ACCIDENT_40078,4.6
ACCIDENT_40079,4.1
ACCIDENT_40080,4.3
ACCIDENT_40081,3.7
ACCIDENT_40082,4.1
ACCIDENT_40083,4.3
ACCIDENT_40084,4.3
ACCIDENT_40085,4.5
ACCIDENT_40086,4.6
ACCIDENT_40087,4.4
ACCIDENT_40088,4.2
ACCIDENT_40089,4.2
ACCIDENT_40090,4.1
ACCIDENT_40091,3.1
ACCIDENT_40092,3.9
ACCIDENT_40093,4.2
ACCIDENT_40094,4.1
ACCIDENT_40095,4.1
ACCIDENT_40096,4.1
ACCIDENT_40097,3.8
ACCIDENT_40098,3.9
ACCIDENT_40099,3.5
ACCIDENT_40100,3.8
ACCIDENT_40101,4.6
ACCIDENT_40102,4.0
ACCIDENT_40103,4.0
ACCIDENT_40104,3.6
ACCIDENT_40105,3.9
ACCIDENT_40106,4.2
ACCIDENT_40107,3.8
ACCIDENT_40108,3.7
ACCIDENT_40109,3.9
ACCIDENT_40110,4.3
ACCIDENT_40111,3.1
ACCIDENT_40112,4.0
ACCIDENT_40113,4.4
ACCIDENT_40114,4.3
ACCIDENT_40115,4.4
ACCIDENT_40116,4.2
ACCIDENT_40117,4.5
ACCIDENT_40118,4.1
ACCIDENT_40119,4.3
ACCIDENT_40120,3.4
ACCIDENT_40121,4.3
ACCIDENT_40122,4.5
ACCIDENT_40123,4.8
ACCIDENT_40124,4.1
ACCIDENT_40125,4.4
ACCIDENT_40126,3.8
ACCIDENT_40127,4.0
ACCIDENT_40128,4.0
ACCIDENT_40129,3.8
ACCIDENT_40130,4.2
ACCIDENT_40131,4.2
ACCIDENT_40132,3.7
ACCIDENT_40133,4.3
ACCIDENT_40134,3.4
ACCIDENT_40135,3.8
ACCIDENT_40136,4.3
ACCIDENT_40137,4.6
ACCIDENT_40138,4.3
ACCIDENT_40139,3.6
ACCIDENT_40140,4.2
ACCIDENT_40141,4.2
ACCIDENT_40142,4.1
ACCIDENT_40143,4.3
ACCIDENT_40144,4.1
ACCIDENT_40145,4.0
ACCIDENT_40146,3.3
ACCIDENT_40147,3.6
ACCIDENT_40148,4.2
ACCIDENT_40149,4.7
ACCIDENT_40150,4.4
ACCIDENT_40151,4.5
ACCIDENT_40152,3.4
ACCIDENT_40153,4.0
ACCIDENT_40154,4.3
ACCIDENT_40155,4.1
ACCIDENT_40156,3.4
ACCIDENT_40157,4.4
ACCIDENT_40158,3.9
ACCIDENT_40159,3.7
ACCIDENT_40160,3.9
ACCIDENT_40161,3.8
ACCIDENT_40162,4.3
ACCIDENT_40163,4.2
ACCIDENT_40164,4.5
ACCIDENT_40165,4.0
ACCIDENT_40166,4.2
ACCIDENT_40167,4.1
ACCIDENT_40168,3.3
ACCIDENT_40169,4.0
ACCIDENT_40170,4.2
ACCIDENT_40171,4.0
ACCIDENT_40172,4.5
ACCIDENT_40173,4.2
ACCIDENT_40174,4.5
ACCIDENT_40175,3.3
ACCIDENT_40176,4.2
ACCIDENT_40177,3.4
ACCIDENT_40178,3.5
ACCIDENT_40179,3.9
ACCIDENT_40180,4.2
ACCIDENT_40181,4.1
ACCIDENT_40182,4.0
ACCIDENT_40183,4.4
ACCIDENT_40184,3.7
ACCIDENT_40185,3.4
ACCIDENT_40186,4.3
ACCIDENT_40187,3.6
ACCIDENT_40188,4.0
ACCIDENT_40189,4.0
ACCIDENT_40190,4.0
ACCIDENT_40191,3.5
ACCIDENT_40192,4.0
ACCIDENT_40193,4.0
ACCIDENT_40194,4.1
ACCIDENT_40195,4.0
ACCIDENT_40196,4.1
ACCIDENT_40197,3.4
ACCIDENT_40198,3.4
ACCIDENT_40199,4.5
ACCIDENT_40200,3.9
ACCIDENT_40201,4.4
ACCIDENT_40202,4.1
ACCIDENT_40203,4.1
ACCIDENT_40204,4.3
ACCIDENT_40205,4.1
ACCIDENT_40206,4.0
ACCIDENT_40207,3.9
ACCIDENT_40208,3.6
ACCIDENT_40209,3.4
ACCIDENT_40210,3.9
ACCIDENT_40211,4.0
ACCIDENT_40212,4.1
ACCIDENT_40213,4.1
ACCIDENT_40214,4.1
ACCIDENT_40215,4.2
ACCIDENT_40216,4.0
ACCIDENT_40217,3.8
ACCIDENT_40218,4.3
ACCIDENT_40219,5.0
ACCIDENT_40220,3.9
ACCIDENT_40221,4.3
ACCIDENT_40222,4.5
ACCIDENT_40223,4.7
ACCIDENT_40224,4.7
ACCIDENT_40225,4.6
ACCIDENT_40226,4.5
ACCIDENT_40227,4.6
ACCIDENT_40228,4.1
ACCIDENT_40229,4.3
ACCIDENT_40230,4.8
ACCIDENT_40231,4.5
ACCIDENT_40232,4.3
ACCIDENT_40233,4.7
ACCIDENT_40234,4.7
ACCIDENT_40235,4.4
ACCIDENT_40236,4.2
ACCIDENT_40237,4.4
ACCIDENT_40238,4.3
ACCIDENT_40239,4.6
ACCIDENT_40240,4.3
ACCIDENT_40241,4.7
ACCIDENT_40242,4.3
ACCIDENT_40243,4.4
ACCIDENT_40244,4.7
ACCIDENT_40245,4.7
ACCIDENT_40246,4.3
ACCIDENT_40247,4.6
ACCIDENT_40248,3.5
ACCIDENT_40249,4.7
ACCIDENT_40250,4.7
ACCIDENT_40251,4.7
ACCIDENT_40252,4.7
ACCIDENT_40253,4.7
ACCIDENT_40254,3.2
ACCIDENT_40255,3.8
ACCIDENT_40256,4.7
ACCIDENT_40257,4.0
ACCIDENT_40258,4.4
ACCIDENT_40259,4.3
ACCIDENT_40260,4.8
ACCIDENT_40261,4.6
ACCIDENT_40262,4.5
ACCIDENT_40263,4.7
ACCIDENT_40264,4.6
ACCIDENT_40265,4.8
ACCIDENT_40266,4.9
ACCIDENT_40267,4.7
ACCIDENT_40268,4.5
ACCIDENT_40269,4.8
ACCIDENT_40270,4.6
ACCIDENT_40271,4.5
ACCIDENT_40272,3.6
ACCIDENT_40273,3.5
ACCIDENT_40274,3.7
ACCIDENT_40275,4.2
ACCIDENT_40276,4.3
ACCIDENT_40277,3.8
ACCIDENT_40278,3.8
ACCIDENT_40279,4.3
ACCIDENT_40280,4.7
ACCIDENT_40281,4.3
ACCIDENT_40282,4.4
ACCIDENT_40283,4.4
ACCIDENT_40284,4.2
ACCIDENT_40285,4.3
ACCIDENT_40286,4.3
ACCIDENT_40287,4.3
ACCIDENT_40288,4.7
ACCIDENT_40289,4.3
ACCIDENT_40290,3.9
ACCIDENT_40291,4.2
ACCIDENT_40292,4.5
ACCIDENT_40293,4.2
ACCIDENT_40294,3.8
ACCIDENT_40295,4.3
ACCIDENT_40296,4.4
ACCIDENT_40297,4.2
ACCIDENT_40298,4.3
ACCIDENT_40299,4.3
ACCIDENT_40300,3.2
ACCIDENT_40301,4.1
ACCIDENT_40302,3.4
ACCIDENT_40303,3.4
ACCIDENT_40304,4.2
ACCIDENT_40305,4.4
ACCIDENT_40306,3.3
ACCIDENT_40307,4.0
ACCIDENT_40308,4.0
ACCIDENT_40309,4.4
ACCIDENT_40310,3.8
ACCIDENT_40311,4.3
ACCIDENT_40312,4.4
ACCIDENT_40313,4.1
ACCIDENT_40314,3.1
ACCIDENT_40315,4.3
ACCIDENT_40316,4.2
ACCIDENT_40317,4.5
ACCIDENT_40318,3.7
ACCIDENT_40319,4.4
ACCIDENT_40320,4.6
ACCIDENT_40321,4.5
ACCIDENT_40322,4.8
ACCIDENT_40323,4.4
ACCIDENT_40324,4.4
ACCIDENT_40325,3.4
ACCIDENT_40326,4.2
ACCIDENT_40327,4.3
ACCIDENT_40328,4.1
ACCIDENT_40329,4.3
ACCIDENT_40330,4.3
ACCIDENT_40331,4.1
ACCIDENT_40332,4.3
ACCIDENT_40333,4.2
ACCIDENT_40334,3.9
ACCIDENT_40335,4.5
ACCIDENT_40336,3.7
ACCIDENT_40337,4.1
ACCIDENT_40338,4.1
ACCIDENT_40339,4.5
ACCIDENT_40340,4.1
ACCIDENT_40341,4.0
ACCIDENT_40342,4.0
ACCIDENT_40343,4.3
ACCIDENT_40344,4.5
ACCIDENT_40345,4.4
ACCIDENT_40346,4.3
ACCIDENT_40347,4.3
ACCIDENT_40348,4.1
ACCIDENT_40349,4.4
ACCIDENT_40350,4.0
ACCIDENT_40351,4.2
ACCIDENT_40352,4.0
ACCIDENT_40353,4.0
ACCIDENT_40354,4.3
ACCIDENT_40355,4.4
ACCIDENT_40356,4.3
ACCIDENT_40357,4.2
ACCIDENT_40358,3.9
ACCIDENT_40359,3.8
ACCIDENT_40360,4.1
ACCIDENT_40361,3.8
ACCIDENT_40362,4.0
ACCIDENT_40363,4.0
ACCIDENT_40364,5.0
ACCIDENT_40365,4.1
ACCIDENT_40366,4.3
ACCIDENT_40367,4.3
ACCIDENT_40368,3.9
ACCIDENT_40369,3.5
ACCIDENT_40370,4.1
ACCIDENT_40371,4.1
ACCIDENT_40372,3.9
ACCIDENT_40373,4.0
ACCIDENT_40374,4.0
ACCIDENT_40375,3.4
ACCIDENT_40376,3.8
ACCIDENT_40377,3.2
ACCIDENT_40378,4.1
ACCIDENT_40379,3.2
ACCIDENT_40380,4.3
ACCIDENT_40381,4.1
ACCIDENT_40382,4.2
ACCIDENT_40383,4.3
ACCIDENT_40384,4.3
ACCIDENT_40385,4.5
ACCIDENT_40386,4.3
ACCIDENT_40387,4.2
ACCIDENT_40388,3.6
ACCIDENT_40389,4.6
ACCIDENT_40390,4.3
ACCIDENT_40391,4.4
ACCIDENT_40392,4.2
ACCIDENT_40393,3.5
ACCIDENT_40394,3.4
ACCIDENT_40395,4.1
ACCIDENT_40396,4.1
ACCIDENT_40397,3.8
ACCIDENT_40398,4.2
ACCIDENT_40399,4.0
ACCIDENT_40400,3.3
ACCIDENT_40401,4.0
ACCIDENT_40402,4.2
ACCIDENT_40403,4.0
ACCIDENT_40404,4.2
ACCIDENT_40405,3.8
ACCIDENT_40406,3.4
ACCIDENT_40407,4.1
ACCIDENT_40408,4.3
ACCIDENT_40409,3.4
ACCIDENT_40410,4.0
ACCIDENT_40411,4.2
ACCIDENT_40412,4.0
ACCIDENT_40413,4.2
ACCIDENT_40414,4.0
ACCIDENT_40415,4.5
ACCIDENT_40416,4.3
ACCIDENT_40417,4.3
ACCIDENT_40418,3.7
ACCIDENT_40419,4.3
ACCIDENT_40420,3.8
ACCIDENT_40421,4.3
ACCIDENT_40422,4.3
ACCIDENT_40423,4.3
ACCIDENT_40424,4.4
ACCIDENT_40425,4.1
ACCIDENT_40426,4.2
ACCIDENT_40427,4.2
ACCIDENT_40428,4.3
ACCIDENT_40429,4.3
ACCIDENT_40430,4.3
ACCIDENT_40431,4.3
ACCIDENT_40432,4.0
ACCIDENT_40433,4.6
ACCIDENT_40434,4.2
ACCIDENT_40435,3.8
ACCIDENT_40436,4.5
ACCIDENT_40437,4.6
ACCIDENT_40438,4.9
ACCIDENT_40439,4.6
ACCIDENT_40440,4.8
ACCIDENT_40441,4.3
ACCIDENT_40442,4.7
ACCIDENT_40443,4.8
ACCIDENT_40444,3.8
ACCIDENT_40445,3.5
ACCIDENT_40446,4.4
ACCIDENT_40447,4.4
ACCIDENT_40448,3.0
ACCIDENT_40449,4.7
ACCIDENT_40450,6.4
ACCIDENT_40451,4.5
ACCIDENT_40452,4.5
ACCIDENT_40453,4.9
ACCIDENT_40454,4.5
ACCIDENT_40455,4.8
ACCIDENT_40456,3.4
ACCIDENT_40457,4.5
ACCIDENT_40458,5.0
ACCIDENT_40459,4.9
ACCIDENT_40460,5.3
ACCIDENT_40461,4.5
ACCIDENT_40462,3.8
ACCIDENT_40463,3.6
ACCIDENT_40464,4.6
ACCIDENT_40465,4.3
ACCIDENT_40466,4.5
ACCIDENT_40467,4.4
ACCIDENT_40468,3.9
ACCIDENT_40469,4.3
ACCIDENT_40470,4.4
ACCIDENT_40471,4.2
ACCIDENT_40472,3.5
ACCIDENT_40473,3.6
ACCIDENT_40474,4.2
ACCIDENT_40475,4.3
ACCIDENT_40476,4.3
ACCIDENT_40477,3.9
ACCIDENT_40478,3.4
ACCIDENT_40479,4.7
ACCIDENT_40480,4.8
ACCIDENT_40481,4.5
ACCIDENT_40482,4.7
ACCIDENT_40483,4.7
ACCIDENT_40484,4.7
ACCIDENT_40485,3.8
ACCIDENT_40486,4.9
ACCIDENT_40487,4.6
ACCIDENT_40488,4.3
ACCIDENT_40489,4.0
ACCIDENT_40490,4.7
ACCIDENT_40491,4.4
ACCIDENT_40492,4.8
ACCIDENT_40493,4.9
ACCIDENT_40494,4.4
ACCIDENT_40495,3.3
ACCIDENT_40496,3.1
ACCIDENT_40497,4.9
ACCIDENT_40498,4.7
ACCIDENT_40499,4.5
ACCIDENT_40500,4.2
ACCIDENT_40501,4.4
ACCIDENT_40502,4.5
ACCIDENT_40503,3.8
ACCIDENT_40504,4.6
ACCIDENT_40505,4.8
ACCIDENT_40506,4.4
ACCIDENT_40507,4.3
ACCIDENT_40508,4.2
ACCIDENT_40509,4.7
ACCIDENT_40510,3.9
ACCIDENT_40511,4.4
ACCIDENT_40512,4.5
ACCIDENT_40513,4.6
ACCIDENT_40514,4.9
ACCIDENT_40515,4.7
ACCIDENT_40516,3.4
ACCIDENT_40517,4.6
ACCIDENT_40518,4.5
ACCIDENT_40519,4.5
ACCIDENT_40520,4.6
ACCIDENT_40521,3.4
ACCIDENT_40522,3.8
ACCIDENT_40523,4.2
ACCIDENT_40524,4.2
ACCIDENT_40525,3.8
ACCIDENT_40526,4.6
ACCIDENT_40527,3.6
ACCIDENT_40528,4.1
ACCIDENT_40529,4.2
ACCIDENT_40530,4.5
ACCIDENT_40531,4.1
ACCIDENT_40532,4.0
ACCIDENT_40533,4.2
ACCIDENT_40534,3.9
ACCIDENT_40535,3.9
ACCIDENT_40536,4.1
ACCIDENT_40537,3.2
ACCIDENT_40538,4.5
ACCIDENT_40539,3.3
ACCIDENT_40540,4.2
