id,distance,구군,동
4469,1064.595846123862,달성군,구지면
4470,1018.1969373229591,달성군,구지면
4471,979.8907111912846,달성군,구지면
4472,950.6559486808138,달성군,구지면
4473,931.3472998098669,달성군,구지면
4474,922.5882045817146,달성군,구지면
4475,924.6785111207574,달성군,구지면
4476,937.5456591553921,달성군,구지면
4477,960.7567571966188,달성군,구지면
4478,993.5871418610055,달성군,구지면
4479,1035.1219531860713,달성군,구지면
4480,1084.3614268494216,달성군,구지면
4481,1140.3079214557806,달성군,구지면
4482,1096.3678909402954,달성군,구지면
4483,1001.43677582135,달성군,구지면
4484,907.6502114614929,달성군,구지면
4485,815.403233087252,달성군,구지면
4486,725.2835331859981,달성군,구지면
4487,638.1929397533183,달성군,구지면
4488,555.5578422743661,달성군,구지면
4489,479.68643490969123,달성군,구지면
4490,414.31137635148866,달성군,구지면
4491,365.1151152423946,달성군,구지면
4492,339.21155241826335,달성군,구지면
4493,341.9359813990189,달성군,구지면
4494,372.66106674171016,달성군,구지면
4495,425.3617897906729,달성군,구지면
4496,493.0409405669201,달성군,구지면
4497,440.94348934162247,달성군,구지면
4498,366.84156615275566,달성군,구지면
4499,307.9198325958859,달성군,구지면
4500,274.14747087529764,달성군,구지면
4501,274.9534163338283,달성군,구지면
4502,302.9259385934311,달성군,구지면
4503,333.11413982146996,달성군,구지면
4925,1103.8549877606645,달성군,구지면
4926,1036.4685755857,달성군,구지면
4927,979.4180054423621,달성군,구지면
4928,928.7744000424017,달성군,구지면
4929,886.6139262380553,달성군,구지면
4930,854.1936212031402,달성군,구지면
4931,832.652004228313,달성군,구지면
4932,822.8439196850869,달성군,구지면
4933,825.1878692876575,달성군,구지면
4934,839.5820862571985,달성군,구지면
4935,865.4255051939714,달성군,구지면
4936,901.734276328295,달성군,구지면
4937,947.3058053309194,달성군,구지면
4938,1000.8756492205983,달성군,구지면
4939,1061.2332652794378,달성군,구지면
4940,1127.2888858875501,달성군,구지면
4941,1039.2497580817114,달성군,구지면
4942,949.207536478317,달성군,구지면
4943,861.4232797153016,달성군,구지면
4944,776.6630075602636,달성군,구지면
4945,696.032353982915,달성군,구지면
4946,621.1416161492795,달성군,구지면
4947,554.3221490515532,달성군,구지면
4948,498.82808631641626,달성군,구지면
4949,458.7877076168488,달성군,구지면
4950,438.45542175393206,달성군,구지면
4951,440.56833450425984,달성군,구지면
4952,464.8204720304672,달성군,구지면
4953,508.0511858586256,달성군,구지면
4954,480.06577556295025,달성군,구지면
4955,387.9510136811017,달성군,구지면
4956,301.0799412465395,달성군,구지면
4957,225.59384728634043,달성군,구지면
4958,176.73810229576026,달성군,구지면
4959,177.99005218808458,달성군,구지면
4960,228.52767579840358,달성군,구지면
4961,304.37726625050726,달성군,구지면
4962,365.20181067280936,달성군,구지면
5384,950.8762873148586,달성군,구지면
5385,897.2612146137349,달성군,구지면
5386,841.6896793076698,달성군,구지면
5387,794.9248093985949,달성군,구지면
5388,758.5970638796955,달성군,구지면
5389,734.2572325188135,달성군,구지면
5390,723.1168620424468,달성군,구지면
5391,725.7840259909482,달성군,구지면
5392,742.1098713704496,달성군,구지면
5393,771.2274837150273,달성군,구지면
5394,811.7615245737409,달성군,구지면
5395,862.1031804094106,달성군,구지면
5396,920.644993118639,달성군,구지면
5397,985.9273354997416,달성군,구지면
5398,1056.7016728070603,달성군,구지면
5399,1084.954940581162,달성군,구지면
5400,999.0413960302714,달성군,구지면
5401,916.0460833920763,달성군,구지면
5402,836.8377261407336,달성군,구지면
5403,762.5972587196262,달성군,구지면
5404,694.9187242433807,달성군,구지면
5405,635.9007405435592,달성군,구지면
5406,588.1562238208959,달성군,구지면
5407,554.604379478363,달성군,구지면
5408,537.9075973035225,달성군,구지면
5409,539.6326983765148,달성군,구지면
5410,559.6093499454513,달성군,구지면
5411,553.63801588947,달성군,구지면
5412,454.37779311936424,달성군,구지면
5413,355.6734373739512,달성군,구지면
5414,258.16333435115513,달성군,구지면
5415,163.9918515681651,달성군,구지면
5416,85.08033634950449,달성군,구지면
5417,87.66028182639737,달성군,구지면
5418,168.01881013323577,달성군,구지면
5419,262.4436307619778,달성군,구지면
5420,359.7058868160545,달성군,구지면
5421,435.29595878191066,달성군,구지면
5842,875.4822044967385,달성군,구지면
5843,819.0350894718806,달성군,구지면
5844,757.7492210534024,달성군,구지면
5845,705.4426905706093,달성군,구지면
5846,664.2401748182133,달성군,구지면
5847,636.302405739023,달성군,구지면
5848,623.4152900462695,달성군,구지면
5849,626.5082887074955,달성군,구지면
5850,645.3516843348867,달성군,구지면
5851,678.6347433500254,달성군,구지면
5852,724.3697951196544,달성군,구지면
5853,780.3705921799274,달성군,구지면
5854,844.597600694197,달성군,구지면
5855,915.3207891217891,달성군,구지면
5856,991.1505384739814,달성군,구지면
5857,1071.0027286965935,달성군,구지면
5858,1055.9806749845231,달성군,구지면
5859,977.831018767566,달성군,구지면
5860,904.0531233191076,달성군,구지면
5861,835.8055040253681,달성군,구지면
5862,774.5514073529009,달성군,구지면
5863,722.0728391674967,달성군,구지면
5864,680.4033780704387,달성군,구지면
5865,651.6199867778498,달성군,구지면
5866,637.4705835988786,달성군,구지면
5867,638.9281487569077,달성군,구지면
5868,650.0667896094482,달성군,구지면
5869,549.9384175671094,달성군,구지면
5870,449.86439209527947,달성군,구지면
5871,349.8913609679897,달성군,구지면
5872,250.1404640964694,달성군,구지면
5873,151.05244857091188,달성군,구지면
5874,56.24717637909689,달성군,구지면
5875,60.09133649294405,달성군,구지면
5876,155.430122177456,달성군,구지면
5877,254.57104386710898,달성군,구지면
5878,354.3369275912686,달성군,구지면
5879,453.9637753806911,달성군,구지면
5880,534.4338757976366,달성군,구지면
6300,816.6550350584715,달성군,구지면
6301,741.9998073922848,달성군,구지면
6302,678.1216498768453,달성군,구지면
6303,619.1252329116217,달성군,구지면
6304,571.7370415004309,달성군,구지면
6305,539.0274138387643,달성군,구지면
6306,523.7537473060215,달성군,구지면
6307,527.4329895951811,달성군,구지면
6308,549.6847041821151,달성군,구지면
6309,588.4055942624091,달성군,구지면
6310,640.6162467527736,달성군,구지면
6311,703.3188322578735,달성군,구지면
6312,773.9675477748492,달성군,구지면
6313,850.5847049340716,달성군,구지면
6314,931.6990472408336,달성군,구지면
6315,1016.2342727666021,달성군,구지면
6316,1103.4044121978632,달성군,구지면
6317,1045.5091001266112,달성군,구지면
6318,976.8569114854512,달성군,구지면
6319,914.062257704188,달성군,구지면
6320,858.4115818319647,달성군,구지면
6321,811.376197061148,달성군,구지면
6322,774.5272674530407,달성군,구지면
6323,749.3690128804578,달성군,구지면
6324,737.099471254015,달성군,구지면
6325,738.3614536593328,달성군,구지면
6326,662.1368442730179,달성군,구지면
6327,564.1562031255107,달성군,구지면
6328,467.1397163665009,달성군,구지면
6329,371.8428281543404,달성군,구지면
6330,280.02670104457417,달성군,구지면
6331,196.62938997337287,달성군,구지면
6332,137.88251886335655,달성군,구지면
6333,139.5004600924654,달성군,구지면
6334,200.02373390043965,달성군,구지면
6335,284.0051853919871,달성군,구지면
6336,376.0435360865605,달성군,구지면
6337,471.4434115362359,달성군,구지면
6338,568.1479000769401,달성군,구지면
6339,649.4511829202149,달성군,구지면
6759,661.4731729472657,달성군,구지면
6760,604.5136680631922,달성군,구지면
6761,537.4992411254348,달성군,구지면
6762,482.1557821358598,달성군,구지면
6763,442.880430850168,달성군,구지면
6764,424.16043734420685,달성군,구지면
6765,428.6971063987131,달성군,구지면
6766,455.79653614426996,달성군,구지면
6767,501.81660558100083,달성군,구지면
6768,562.1294227456981,달성군,구지면
6769,632.6604446637658,달성군,구지면
6770,710.3725541375735,달성군,구지면
6771,793.1577896272667,달성군,구지면
6772,879.5848952927369,달성군,구지면
6773,968.6795657284738,달성군,구지면
6774,1059.7692330849914,달성군,구지면
6775,1118.0106202358588,달성군,구지면
6776,1054.09178708065,달성군,구지면
6777,996.1784371842944,달성군,구지면
6778,945.3749020227648,달성군,구지면
6779,902.8821543463989,달성군,구지면
6780,869.9189189435929,달성군,구지면
6781,847.5977448858697,달성군,구지면
6782,836.7707143919845,달성군,구지면
6783,783.8609251348919,달성군,구지면
6784,688.6118671545804,달성군,구지면
6785,595.0083330406687,달성군,구지면
6786,503.96805197164576,달성군,구지면
6787,417.17257303628423,달성군,구지면
6788,337.90886388919904,달성군,구지면
6789,272.82254353436434,달성군,구지면
6790,234.0559433912146,달성군,구지면
6791,235.01604727290683,달성군,구지면
6792,275.2875275465578,달성군,구지면
6793,341.22461037679494,달성군,구지면
6794,420.9341839718245,달성군,구지면
6795,507.973709358302,달성군,구지면
6796,599.1571999596565,달성군,구지면
6797,692.4703650782687,달성군,구지면
6798,774.63672719403,달성군,구지면
7217,604.3281468044067,달성군,구지면
7218,538.6754145339842,달성군,구지면
7219,463.0523931246724,달성군,구지면
7220,397.47686630763127,달성군,구지면
7221,348.7955125409838,달성군,구지면
7222,324.6981348534448,달성군,구지면
7223,330.6048637403949,달성군,구지면
7224,365.06220028223186,달성군,구지면
7225,421.11921146584166,달성군,구지면
7226,491.4392389231335,달성군,구지면
7227,570.7747585402494,달성군,구지면
7228,655.8622550606287,달성군,구지면
7229,744.7328061041453,달성군,구지면
7230,836.1810800655371,달성군,구지면
7231,929.4465262592907,달성군,구지면
7232,1024.032763679032,달성군,구지면
7233,1119.605097989368,달성군,구지면
7234,1134.8534039649844,달성군,구지면
7235,1081.2750955705483,달성군,구지면
7236,1034.6591978896254,달성군,구지면
7237,995.9837990461891,달성군,구지면
7238,966.2029072133714,달성군,구지면
7239,946.1567812226925,달성군,구지면
7240,911.3015253357561,달성군,구지면
7241,818.6086832044109,달성군,구지면
7242,727.9217874116173,달성군,구지면
7243,640.094005774332,달성군,구지면
7244,556.4807347900089,달성군,구지면
7245,479.29276390365476,달성군,구지면
7246,412.15601570695776,달성군,구지면
7247,360.7269057216598,달성군,구지면
7248,332.3785797177957,달성군,구지면
7249,333.0577270719029,달성군,구지면
7250,362.60129273243916,달성군,구지면
7251,414.88826577303416,달성군,구지면
7252,482.5817913818661,달성군,구지면
7253,560.1235965686843,달성군,구지면
7254,643.9658813149523,달성군,구지면
7255,731.9467419267664,달성군,구지면
7256,822.5914099638566,달성군,구지면
7257,908.8291079197616,달성군,구지면
7258,981.6411686416867,달성군,구지면
7676,473.18959537517577,달성군,구지면
7677,399.8153276818748,달성군,구지면
7678,321.59635595696545,달성군,구지면
7679,259.0294230671747,달성군,구지면
7680,225.54020229001478,달성군,구지면
7681,233.96719368131778,달성군,구지면
7682,280.55845322175475,달성군,구지면
7683,350.40774216447903,달성군,구지면
7684,432.38672163789346,달성군,구지면
7685,520.7985489262587,달성군,구지면
7686,612.8655230705823,달성군,구지면
7687,707.1614727284544,달성군,구지면
7688,802.9014478999543,달성군,구지면
7689,899.6245428006799,달성군,구지면
7690,997.0446862923376,달성군,구지면
7691,1094.9758488006566,달성군,구지면
7692,1193.2922257505907,달성군,구지면
7693,1168.7013562949057,달성군,구지면
7694,1125.7123449135875,달성군,구지면
7695,1090.2724208182249,달성군,구지면
7696,1063.1368085028437,달성군,구지면
7697,1042.364005340465,달성군,구지면
7698,951.8790879829166,달성군,구지면
7699,863.5537678269199,달성군,구지면
7700,778.1238102265671,달성군,구지면
7701,696.6552013274716,달성군,구지면
7702,620.7097030430597,달성군,구지면
7703,552.5693357789291,달성군,구지면
7704,495.46491778725135,달성군,구지면
7705,453.5839351717186,달성군,구지면
7706,431.3833380551977,달성군,구지면
7707,431.90865715640524,달성군,구지면
7708,455.0812088161806,달성군,구지면
7709,497.7479772703691,달성군,구지면
7710,555.4345361495601,달성군,구지면
7711,623.9890550937246,달성군,구지면
7712,700.2267552150853,달성군,구지면
7713,781.9034700766352,달성군,구지면
7714,867.4842553721653,달성군,구지면
7715,955.9211307284147,달성군,구지면
7716,1041.8533552131141,달성군,구지면
7717,1105.5386834663777,달성군,구지면
8134,419.6649849326507,달성군,구지면
8135,353.84990480876655,달성군,구지면
8136,262.26562392761775,달성군,구지면
8137,180.1578804219502,달성군,구지면
8138,127.399283099633,달성군,구지면
8139,141.79003108642894,달성군,구지면
8140,209.9485119476481,달성군,구지면
8141,296.90483433199336,달성군,구지면
8142,390.29057239850613,달성군,구지면
8143,486.4166295330525,달성군,구지면
8144,583.9312540385705,달성군,구지면
8145,682.2392951339576,달성군,구지면
8146,781.0412189415958,달성군,구지면
8147,880.1707266605803,달성군,구지면
8148,979.528372244145,달성군,구지면
8149,1079.0511417981152,달성군,구지면
8150,1178.6972134002822,달성군,구지면
8151,1257.9716017616388,달성군,구지면
8152,1218.1377495873112,달성군,구지면
8153,1185.4648219240096,달성군,구지면
8154,1160.5577801411941,달성군,구지면
8155,1087.2199078485792,달성군,구지면
8156,1000.7995898777995,달성군,구지면
8157,917.1983098258504,달성군,구지면
8158,837.2609500210411,달성군,구지면
8159,762.1412630123808,달성군,구지면
8160,693.4067836894666,달성군,구지면
8161,633.1405026676572,달성군,구지면
8162,583.9701184068203,달성군,구지면
8163,548.8857676600754,달성군,구지면
8164,530.688576666123,달성군,구지면
8165,531.1171684620166,달성군,구지면
8166,550.128020269818,달성군,구지면
8167,585.9151394174633,달성군,구지면
8168,635.6513127667996,달성군,구지면
8169,696.3540552085485,달성군,구지면
8170,765.4186410070399,달성군,구지면
8171,840.7869990976124,달성군,구지면
8172,920.912712913914,달성군,구지면
8173,1004.6581736615623,달성군,구지면
8174,1051.975302895881,달성군,구지면
8175,1039.6822822522502,달성군,구지면
8176,1014.2316650262491,달성군,구지면
8592,390.34662318171803,달성군,구지면
8593,327.89305634336375,달성군,구지면
8594,232.51875564598905,달성군,구지면
8595,133.19218311573226,달성군,구지면
8596,38.92879034717215,달성군,구지면
8597,73.42247612775593,달성군,구지면
8598,171.3662584766213,달성군,구지면
8599,271.00196198168396,달성군,구지면
8600,370.9688337477907,달성군,구지면
8601,471.0560903286411,달성군,구지면
8602,571.2004607141838,달성군,구지면
8603,671.3763943703897,달성군,구지면
8604,771.5716033376461,달성군,구지면
8605,871.7794467896751,달성군,구지면
8606,971.9960217383943,달성군,구지면
8607,1072.2188840969554,달성군,구지면
8608,1172.4464253504123,달성군,구지면
8609,1272.6775436160692,달성군,구지면
8610,1311.6453501721198,달성군,구지면
8611,1281.3595879432519,달성군,구지면
8612,1223.9444940398957,달성군,구지면
8613,1139.0760355365842,달성군,구지면
8614,1056.9051619719105,달성군,구지면
8615,978.1119841520288,달성군,구지면
8616,903.5805554574622,달성군,구지면
8617,834.4536119132744,달성군,구지면
8618,772.183976321941,달성군,구지면
8619,718.5566211528931,달성군,구지면
8620,675.6326021185602,달성군,구지면
8621,645.5505309819156,달성군,구지면
8622,630.1522449910706,달성군,구지면
8623,630.5144832175364,달성군,구지면
8624,646.6107655646524,달성군,구지면
8625,677.3202836890731,달성군,구지면
8626,720.777619143112,달성군,구지면
8627,774.8408351906214,달성군,구지면
8628,837.4584208193572,달성군,구지면
8629,906.8601024812148,달성군,구지면
8630,981.6079897518565,달성군,구지면
8631,965.2180074936292,달성군,구지면
8632,952.42808217785,달성군,구지면
8633,950.101572163278,달성군,구지면
8634,949.989114969694,달성군,구지면
8635,932.5691444676634,달성군,구지면
8697,2063.3564344022834,달성군,구지면
8698,2096.4175916530357,달성군,구지면
8699,2118.1637332264745,달성군,구지면
9051,312.2765323283467,달성군,구지면
9052,243.45296738376106,달성군,구지면
9053,151.4797602911852,달성군,구지면
9054,81.99385017510198,달성군,구지면
9055,102.95619188197634,달성군,구지면
9056,185.94914564870328,달성군,구지면
9057,280.453779578045,달성군,구지면
9058,377.9308132912319,달성군,구지면
9059,476.55978143735877,달성군,구지면
9060,575.7489978051821,달성군,구지면
9061,675.251625882969,달성군,구지면
9062,774.9469554013544,달성군,구지면
9063,874.7691088530654,달성군,구지면
9064,974.6791254895888,달성군,구지면
9065,1074.6525039843382,달성군,구지면
9066,1174.6730706083126,달성군,구지면
9067,1274.729721234362,달성군,구지면
9068,1374.8145807803778,달성군,구지면
9069,1361.636054956993,달성군,구지면
9070,1278.0486123221453,달성군,구지면
9071,1197.0229606066412,달성군,구지면
9072,1119.115674761524,달성군,구지면
9073,1045.0244209264729,달성군,구지면
9074,975.6189921249869,달성군,구지면
9075,911.969865135479,달성군,구지면
9076,855.3630227846558,달성군,구지면
9077,807.2812547928824,달성군,구지면
9078,769.3246484700945,달성군,구지면
9079,743.046486436512,달성군,구지면
9080,729.7095532994938,달성군,구지면
9081,730.0234772261146,달성군,구지면
9082,743.9709842665025,달성군,구지면
9083,770.8123543412669,달성군,구지면
9084,809.2656343201659,달성군,구지면
9085,857.7705860651001,달성군,구지면
9086,914.7295933495282,달성군,구지면
9087,928.1082982985549,달성군,구지면
9088,892.5578292721709,달성군,구지면
9089,867.1990646640874,달성군,구지면
9090,852.9415219698468,달성군,구지면
9091,850.3437858218882,달성군,구지면
9092,859.5115876772209,달성군,구지면
9093,872.5759108349291,달성군,구지면
9094,864.5080763873715,달성군,구지면
9154,1937.4752849919907,달성군,구지면
9155,1989.2312338107183,달성군,구지면
9156,2037.6040963629384,달성군,구지면
9157,2067.8730250700555,달성군,구지면
9158,2065.426624499524,달성군,구지면
9509,318.3345596315466,달성군,구지면
9510,284.65986028232794,달성군,구지면
9511,219.25950545265076,달성군,구지면
9512,178.47461452905986,달성군,구지면
9513,189.02844679920798,달성군,구지면
9514,244.35719098780868,달성군,구지면
9515,322.1633845549525,달성군,구지면
9516,409.8392263133711,달성군,구지면
9517,502.2422533750378,달성군,구지면
9518,597.1821534062674,달성군,구지면
9519,693.6180002644755,달성군,구지면
9520,791.002849524303,달성군,구지면
9521,889.0248963835138,달성군,구지면
9522,987.4944124627796,달성군,구지면
9523,1086.289722759938,달성군,구지면
9524,1185.3293706053166,달성군,구지면
9525,1284.556845310717,달성군,구지면
9526,1383.931749354323,달성군,구지면
9527,1417.5125748332416,달성군,구지면
9528,1337.4225355396945,달성군,구지면
9529,1260.2207651326262,달성군,구지면
9530,1186.4712064701446,달성군,구지면
9531,1116.857953526001,달성군,구지면
9532,1052.2022997594322,달성군,구지면
9533,993.4726501715421,달성군,구지면
9534,941.7783064312356,달성군,구지면
9535,898.3346281515634,달성군,구지면
9536,864.3865412585645,달성군,구지면
9537,841.084629053444,달성군,구지면
9538,829.3267719942845,달성군,구지면
9539,829.6039575018715,달성군,구지면
9540,841.9043039190036,달성군,구지면
