year,month,day,hour,요일,구,동가,기상상태,노면상태,도로형태,사고유형,ECLO,ECLO_group,cctv_count,light_count,parking_count,child_protect_count
2019,1,3,12,목요일,북구,노원동3가,맑음,건조,단일로 - 기타,차대사람,5,Soft,2.0,671.0,29.0,0.0
2019,1,3,12,목요일,남구,대명동,맑음,건조,단일로 - 기타,차대차,6,Soft,62.0,5253.0,21.0,26.0
2019,1,3,13,목요일,북구,사수동,맑음,건조,단일로 - 기타,차대사람,3,Soft,5.0,0.0,0.0,3.0
2019,1,3,14,목요일,달서구,월성동,맑음,건조,교차로 - 교차로안,차대사람,5,Soft,22.0,167.0,2.0,0.0
2019,1,3,14,목요일,달서구,월성동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,22.0,167.0,2.0,0.0
2019,1,3,14,목요일,서구,비산동,맑음,건조,교차로 - 교차로부근,차대차,5,Soft,14.0,0.0,49.0,19.0
2019,1,3,15,목요일,남구,대명동,맑음,건조,단일로 - 기타,차대차,6,Soft,62.0,5253.0,21.0,26.0
2019,1,3,17,목요일,달성군,논공읍,맑음,건조,교차로 - 교차로안,차대차,13,Hard,18.0,1153.0,29.0,22.0
2019,1,3,17,목요일,북구,노원동3가,맑음,건조,단일로 - 기타,차대차,3,Soft,2.0,671.0,29.0,0.0
2019,1,3,17,목요일,북구,침산동,맑음,건조,단일로 - 기타,차대차,3,Soft,16.0,732.0,25.0,7.0
2019,1,3,18,목요일,중구,덕산동,맑음,건조,단일로 - 기타,차대사람,8,Soft,0.0,13.0,0.0,1.0
2019,1,3,18,목요일,달서구,본리동,맑음,건조,기타 - 기타,차대차,3,Soft,11.0,261.0,6.0,0.0
2019,1,3,18,목요일,달서구,본리동,맑음,건조,단일로 - 기타,차대차,3,Soft,11.0,261.0,6.0,0.0
2019,1,3,19,목요일,동구,용계동,맑음,건조,단일로 - 기타,차대차,1,Soft,3.0,346.0,0.0,3.0
2019,1,3,19,목요일,동구,효목동,맑음,건조,교차로 - 교차로안,차대차,1,Soft,4.0,1114.0,1.0,8.0
2019,1,3,19,목요일,동구,신천동,맑음,건조,단일로 - 기타,차대사람,3,Soft,11.0,989.0,12.0,6.0
2019,1,3,20,목요일,수성구,범어동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,12.0,0.0,5.0,19.0
2019,1,3,20,목요일,북구,태전동,맑음,건조,단일로 - 기타,차대차,5,Soft,9.0,306.0,15.0,13.0
2019,1,3,21,목요일,달서구,신당동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,12.0,531.0,10.0,0.0
2019,1,3,21,목요일,달서구,성당동,맑음,건조,단일로 - 기타,차대차,12,Hard,7.0,806.0,16.0,0.0
2019,1,3,22,목요일,서구,평리동,맑음,건조,단일로 - 기타,차대차,6,Soft,12.0,0.0,21.0,18.0
2019,1,3,23,목요일,남구,대명동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,62.0,5253.0,21.0,26.0
2019,1,4,0,금요일,달서구,용산동,맑음,건조,교차로 - 교차로부근,차대차,5,Soft,33.0,480.0,10.0,0.0
2019,1,4,1,금요일,서구,비산동,맑음,건조,교차로 - 교차로안,차대차,12,Hard,14.0,0.0,49.0,19.0
2019,1,4,4,금요일,중구,대신동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,5.0,391.0,11.0,2.0
2019,1,4,5,금요일,서구,평리동,맑음,건조,교차로 - 교차로부근,차대차,5,Soft,12.0,0.0,21.0,18.0
2019,1,4,5,금요일,중구,태평로3가,맑음,건조,교차로 - 교차로횡단보도내,차대사람,5,Soft,1.0,47.0,1.0,0.0
2019,1,4,6,금요일,서구,비산동,맑음,건조,단일로 - 기타,차대차,1,Soft,14.0,0.0,49.0,19.0
2019,1,4,6,금요일,달서구,이곡동,맑음,건조,단일로 - 기타,차대차,5,Soft,23.0,405.0,5.0,0.0
2019,1,4,7,금요일,달서구,이곡동,맑음,건조,단일로 - 기타,차대사람,10,Hard,23.0,405.0,5.0,0.0
2019,1,4,8,금요일,달서구,대곡동,맑음,건조,교차로 - 교차로부근,차대차,1,Soft,13.0,141.0,0.0,0.0
2019,1,4,10,금요일,달서구,이곡동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,23.0,405.0,5.0,0.0
2019,1,4,11,금요일,동구,용계동,맑음,건조,교차로 - 교차로부근,차대차,1,Soft,3.0,346.0,0.0,3.0
2019,1,4,11,금요일,북구,침산동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,16.0,732.0,25.0,7.0
2019,1,4,12,금요일,동구,도학동,맑음,건조,단일로 - 기타,차량단독,3,Soft,1.0,48.0,0.0,0.0
2019,1,4,12,금요일,수성구,욱수동,맑음,건조,단일로 - 기타,차대차,8,Soft,0.0,0.0,1.0,3.0
2019,1,4,13,금요일,달서구,신당동,맑음,건조,단일로 - 기타,차대사람,5,Soft,12.0,531.0,10.0,0.0
2019,1,4,14,금요일,동구,불로동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,0.0,590.0,2.0,1.0
2019,1,4,14,금요일,달서구,상인동,맑음,건조,교차로 - 교차로안,차대차,12,Hard,30.0,844.0,16.0,0.0
2019,1,4,15,금요일,북구,태전동,맑음,건조,단일로 - 기타,차대사람,3,Soft,9.0,306.0,15.0,13.0
2019,1,4,16,금요일,동구,신암동,맑음,건조,교차로 - 교차로부근,차대차,7,Soft,12.0,2001.0,5.0,15.0
2019,1,4,16,금요일,달서구,상인동,맑음,건조,단일로 - 기타,차대차,8,Soft,30.0,844.0,16.0,0.0
2019,1,4,17,금요일,남구,대명동,맑음,건조,단일로 - 기타,차대사람,5,Soft,62.0,5253.0,21.0,26.0
2019,1,4,17,금요일,동구,효목동,맑음,건조,단일로 - 기타,차대차,6,Soft,4.0,1114.0,1.0,8.0
2019,1,4,17,금요일,북구,칠성동1가,맑음,건조,교차로 - 교차로안,차대사람,5,Soft,2.0,79.0,11.0,0.0
2019,1,4,17,금요일,달서구,용산동,맑음,건조,단일로 - 기타,차대차,3,Soft,33.0,480.0,10.0,0.0
2019,1,4,18,금요일,달서구,장기동,맑음,건조,단일로 - 기타,차대사람,3,Soft,11.0,339.0,3.0,0.0
2019,1,4,18,금요일,북구,읍내동,흐림,건조,교차로 - 교차로부근,차대사람,1,Soft,7.0,369.0,15.0,13.0
2019,1,4,18,금요일,북구,서변동,맑음,건조,단일로 - 기타,차대사람,3,Soft,9.0,237.0,3.0,5.0
2019,1,4,19,금요일,수성구,매호동,맑음,건조,교차로 - 교차로부근,차대사람,5,Soft,2.0,0.0,1.0,8.0
2019,1,4,19,금요일,달서구,상인동,맑음,건조,교차로 - 교차로부근,차대차,8,Soft,30.0,844.0,16.0,0.0
2019,1,4,20,금요일,남구,대명동,맑음,건조,단일로 - 기타,차대차,6,Soft,62.0,5253.0,21.0,26.0
2019,1,4,20,금요일,남구,대명동,맑음,건조,교차로 - 교차로부근,차량단독,3,Soft,62.0,5253.0,21.0,26.0
2019,1,4,20,금요일,달서구,월성동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,22.0,167.0,2.0,0.0
2019,1,4,21,금요일,달서구,월성동,맑음,건조,단일로 - 기타,차대사람,3,Soft,22.0,167.0,2.0,0.0
2019,1,5,0,토요일,수성구,황금동,맑음,건조,단일로 - 기타,차대차,12,Hard,9.0,0.0,4.0,5.0
2019,1,5,0,토요일,달서구,대천동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,7.0,110.0,1.0,0.0
2019,1,5,0,토요일,중구,삼덕동1가,맑음,건조,단일로 - 기타,차대사람,1,Soft,4.0,90.0,8.0,0.0
2019,1,5,1,토요일,서구,상리동,맑음,건조,단일로 - 기타,차대차,3,Soft,1.0,0.0,4.0,0.0
2019,1,5,4,토요일,수성구,수성동2가,맑음,건조,교차로 - 교차로안,차대차,3,Soft,1.0,0.0,0.0,1.0
2019,1,5,4,토요일,달서구,두류동,흐림,건조,교차로 - 교차로안,차대차,3,Soft,12.0,1292.0,8.0,0.0
2019,1,5,8,토요일,동구,지묘동,맑음,건조,기타 - 기타,차대차,13,Hard,5.0,165.0,0.0,4.0
2019,1,5,9,토요일,북구,팔달동,맑음,건조,단일로 - 기타,차대차,3,Soft,6.0,131.0,1.0,1.0
2019,1,5,10,토요일,수성구,신매동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,11.0,0.0,3.0,7.0
2019,1,5,11,토요일,북구,읍내동,맑음,건조,단일로 - 기타,차대차,3,Soft,7.0,369.0,15.0,13.0
2019,1,5,12,토요일,수성구,삼덕동,맑음,건조,교차로 - 교차로안,차대차,9,Soft,1.0,1.0,1.0,0.0
2019,1,5,12,토요일,북구,복현동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,10.0,534.0,15.0,11.0
2019,1,5,12,토요일,달서구,성당동,맑음,건조,단일로 - 기타,차대차,5,Soft,7.0,806.0,16.0,0.0
2019,1,5,13,토요일,수성구,범어동,맑음,건조,단일로 - 기타,차대차,6,Soft,12.0,0.0,5.0,19.0
2019,1,5,13,토요일,달서구,진천동,맑음,건조,단일로 - 기타,차대사람,3,Soft,9.0,630.0,4.0,0.0
2019,1,5,14,토요일,수성구,지산동,맑음,건조,단일로 - 기타,차대차,1,Soft,7.0,0.0,2.0,10.0
2019,1,5,15,토요일,북구,칠성동1가,맑음,건조,단일로 - 기타,차대사람,3,Soft,2.0,79.0,11.0,0.0
2019,1,5,16,토요일,수성구,지산동,맑음,건조,단일로 - 기타,차대사람,3,Soft,7.0,0.0,2.0,10.0
2019,1,5,16,토요일,수성구,황금동,맑음,건조,단일로 - 기타,차대차,5,Soft,9.0,0.0,4.0,5.0
2019,1,5,16,토요일,수성구,수성동3가,맑음,건조,단일로 - 기타,차대차,3,Soft,1.0,0.0,0.0,1.0
2019,1,5,16,토요일,달성군,가창면,맑음,건조,교차로 - 교차로안,차량단독,10,Hard,17.0,1123.0,2.0,8.0
2019,1,5,16,토요일,서구,평리동,맑음,건조,단일로 - 기타,차대사람,5,Soft,12.0,0.0,21.0,18.0
2019,1,5,16,토요일,서구,비산동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,14.0,0.0,49.0,19.0
2019,1,5,17,토요일,동구,방촌동,맑음,건조,단일로 - 기타,차대차,5,Soft,4.0,893.0,2.0,9.0
2019,1,5,17,토요일,북구,산격동,맑음,건조,단일로 - 기타,차대사람,3,Soft,12.0,968.0,42.0,8.0
2019,1,5,17,토요일,중구,덕산동,맑음,건조,단일로 - 기타,차대차,7,Soft,0.0,13.0,0.0,1.0
2019,1,5,17,토요일,북구,읍내동,맑음,건조,교차로 - 교차로부근,차대차,7,Soft,7.0,369.0,15.0,13.0
2019,1,5,18,토요일,동구,신암동,맑음,건조,교차로 - 교차로횡단보도내,차대사람,3,Soft,12.0,2001.0,5.0,15.0
2019,1,5,18,토요일,달성군,다사읍,맑음,건조,단일로 - 기타,차대차,3,Soft,52.0,876.0,2.0,60.0
2019,1,5,18,토요일,북구,팔달동,맑음,건조,단일로 - 기타,차대차,9,Soft,6.0,131.0,1.0,1.0
2019,1,5,19,토요일,서구,이현동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,3.0,0.0,1.0,2.0
2019,1,5,19,토요일,북구,팔달동,맑음,건조,단일로 - 기타,차대차,3,Soft,6.0,131.0,1.0,1.0
2019,1,5,21,토요일,수성구,황금동,맑음,건조,단일로 - 기타,차대차,3,Soft,9.0,0.0,4.0,5.0
2019,1,5,21,토요일,달서구,월암동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,3.0,103.0,10.0,0.0
2019,1,5,21,토요일,달서구,이곡동,맑음,건조,단일로 - 기타,차대사람,3,Soft,23.0,405.0,5.0,0.0
2019,1,5,21,토요일,북구,읍내동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,7.0,369.0,15.0,13.0
2019,1,5,22,토요일,수성구,만촌동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,15.0,0.0,3.0,18.0
2019,1,5,23,토요일,수성구,두산동,맑음,건조,교차로 - 교차로부근,차대차,5,Soft,4.0,473.0,0.0,5.0
2019,1,6,2,일요일,서구,비산동,맑음,건조,단일로 - 기타,차대차,3,Soft,14.0,0.0,49.0,19.0
2019,1,6,3,일요일,달성군,현풍읍,맑음,건조,교차로 - 교차로부근,차대차,5,Soft,15.0,0.0,0.0,0.0
2019,1,6,6,일요일,달서구,신당동,맑음,건조,단일로 - 기타,차대차,4,Soft,12.0,531.0,10.0,0.0
2019,1,6,8,일요일,북구,칠성동1가,맑음,건조,교차로 - 교차로안,차대차,3,Soft,2.0,79.0,11.0,0.0
2019,1,6,12,일요일,남구,대명동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,62.0,5253.0,21.0,26.0
2019,1,6,12,일요일,달성군,구지면,맑음,건조,교차로 - 교차로안,차대차,10,Hard,12.0,579.0,4.0,6.0
2019,1,6,12,일요일,중구,남산동,맑음,건조,교차로 - 교차로횡단보도내,차대차,5,Soft,13.0,1474.0,12.0,9.0
2019,1,6,12,일요일,북구,매천동,맑음,건조,단일로 - 기타,차대차,5,Soft,3.0,138.0,0.0,6.0
2019,1,6,13,일요일,동구,신천동,맑음,건조,단일로 - 기타,차대차,3,Soft,11.0,989.0,12.0,6.0
2019,1,6,13,일요일,달서구,송현동,맑음,건조,단일로 - 기타,차대차,3,Soft,17.0,1372.0,30.0,0.0
2019,1,6,13,일요일,북구,고성동3가,맑음,건조,단일로 - 기타,차대차,3,Soft,1.0,129.0,6.0,0.0
2019,1,6,14,일요일,남구,봉덕동,맑음,건조,단일로 - 기타,차대차,9,Soft,24.0,1396.0,12.0,8.0
2019,1,6,14,일요일,달서구,송현동,맑음,건조,교차로 - 교차로횡단보도내,차대차,5,Soft,17.0,1372.0,30.0,0.0
2019,1,6,14,일요일,북구,칠성동2가,맑음,건조,단일로 - 기타,차대차,3,Soft,3.0,268.0,20.0,4.0
2019,1,6,15,일요일,달서구,상인동,맑음,건조,단일로 - 기타,차대차,5,Soft,30.0,844.0,16.0,0.0
2019,1,6,15,일요일,북구,산격동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,12.0,968.0,42.0,8.0
2019,1,6,16,일요일,달서구,월성동,맑음,건조,교차로 - 교차로부근,차대차,6,Soft,22.0,167.0,2.0,0.0
2019,1,6,17,일요일,중구,공평동,맑음,건조,단일로 - 기타,차대차,6,Soft,2.0,71.0,4.0,0.0
2019,1,6,18,일요일,달서구,감삼동,맑음,건조,단일로 - 기타,차대차,3,Soft,12.0,941.0,9.0,0.0
2019,1,6,18,일요일,북구,읍내동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,7.0,369.0,15.0,13.0
2019,1,6,19,일요일,수성구,범어동,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,12.0,0.0,5.0,19.0
2019,1,6,20,일요일,서구,평리동,맑음,건조,교차로 - 교차로부근,차대사람,5,Soft,12.0,0.0,21.0,18.0
2019,1,6,21,일요일,북구,칠성동2가,맑음,건조,교차로 - 교차로부근,차대차,3,Soft,3.0,268.0,20.0,4.0
2019,1,6,23,일요일,수성구,만촌동,맑음,건조,교차로 - 교차로부근,차대차,1,Soft,15.0,0.0,3.0,18.0
2019,1,6,23,일요일,달서구,상인동,맑음,건조,단일로 - 기타,차대사람,3,Soft,30.0,844.0,16.0,0.0
2019,1,6,23,일요일,달서구,상인동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,30.0,844.0,16.0,0.0
2019,1,6,23,일요일,달서구,두류동,기타,건조,단일로 - 기타,차대차,5,Soft,12.0,1292.0,8.0,0.0
2019,1,7,2,월요일,달서구,진천동,맑음,건조,단일로 - 기타,차대차,1,Soft,9.0,630.0,4.0,0.0
2019,1,7,5,월요일,수성구,만촌동,맑음,건조,단일로 - 기타,차대사람,10,Hard,15.0,0.0,3.0,18.0
2019,1,7,7,월요일,달서구,대천동,맑음,건조,단일로 - 기타,차대차,6,Soft,7.0,110.0,1.0,0.0
2019,1,7,7,월요일,중구,봉산동,맑음,건조,교차로 - 교차로안,차대차,5,Soft,4.0,214.0,11.0,2.0
2019,1,7,7,월요일,달서구,이곡동,맑음,건조,교차로 - 교차로부근,차대차,11,Hard,23.0,405.0,5.0,0.0
2019,1,7,8,월요일,동구,괴전동,맑음,건조,단일로 - 기타,차량단독,5,Soft,2.0,93.0,0.0,2.0
2019,1,7,8,월요일,북구,국우동,맑음,건조,단일로 - 기타,차대차,13,Hard,6.0,174.0,0.0,6.0
2019,1,7,10,월요일,북구,대현동,맑음,건조,단일로 - 기타,차대차,3,Soft,4.0,332.0,17.0,5.0
2019,1,7,10,월요일,북구,복현동,맑음,건조,교차로 - 교차로안,차대사람,3,Soft,10.0,534.0,15.0,11.0
2019,1,7,10,월요일,북구,국우동,맑음,건조,단일로 - 기타,차대차,3,Soft,6.0,174.0,0.0,6.0
2019,1,7,12,월요일,남구,봉덕동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,24.0,1396.0,12.0,8.0
2019,1,7,12,월요일,동구,율하동,맑음,건조,단일로 - 기타,차대차,3,Soft,8.0,406.0,4.0,12.0
2019,1,7,12,월요일,달서구,상인동,맑음,건조,단일로 - 기타,차대차,6,Soft,30.0,844.0,16.0,0.0
2019,1,7,13,월요일,수성구,황금동,맑음,건조,단일로 - 기타,차대차,3,Soft,9.0,0.0,4.0,5.0
2019,1,7,13,월요일,달서구,대곡동,맑음,건조,교차로 - 교차로부근,차대사람,3,Soft,13.0,141.0,0.0,0.0
2019,1,7,14,월요일,북구,침산동,맑음,건조,단일로 - 기타,차대차,3,Soft,16.0,732.0,25.0,7.0
2019,1,7,15,월요일,중구,공평동,맑음,건조,단일로 - 기타,차대차,3,Soft,2.0,71.0,4.0,0.0
2019,1,7,15,월요일,북구,태전동,맑음,건조,단일로 - 기타,차대차,3,Soft,9.0,306.0,15.0,13.0
2019,1,7,15,월요일,북구,국우동,맑음,건조,단일로 - 기타,차대사람,5,Soft,6.0,174.0,0.0,6.0
2019,1,7,16,월요일,동구,신암동,맑음,건조,교차로 - 교차로안,차대차,3,Soft,12.0,2001.0,5.0,15.0
2019,1,7,16,월요일,수성구,지산동,맑음,건조,교차로 - 교차로부근,차대사람,3,Soft,7.0,0.0,2.0,10.0
2019,1,7,16,월요일,달서구,두류동,맑음,건조,단일로 - 기타,차대차,5,Soft,12.0,1292.0,8.0,0.0
2019,1,7,17,월요일,수성구,만촌동,맑음,건조,교차로 - 교차로부근,차대차,10,Hard,15.0,0.0,3.0,18.0
2019,1,7,18,월요일,남구,대명동,맑음,건조,교차로 - 교차로안,차대차,6,Soft,62.0,5253.0,21.0,26.0
2019,1,7,18,월요일,동구,율하동,맑음,건조,단일로 - 기타,차대사람,5,Soft,8.0,406.0,4.0,12.0
2019,1,7,18,월요일,달서구,송현동,맑음,건조,교차로 - 교차로부근,차대사람,1,Soft,17.0,1372.0,30.0,0.0
2019,1,7,18,월요일,북구,노원동1가,맑음,건조,교차로 - 교차로안,차대차,5,Soft,1.0,197.0,12.0,2.0
2019,1,7,18,월요일,달서구,성당동,맑음,건조,기타 - 기타,차량단독,5,Soft,7.0,806.0,16.0,0.0
