정류소아이디,모바일아이디,정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
7011030800,1598,공군기지관사입구,Official Residence of Airforce Base,대구광역시,동구,해안동,128.67418,35.90094667,1,동구3
7011030900,5055,측백나무숲건너,Cheukbaek Forest,대구광역시,동구,도평동,128.6633283,35.91917287,1,팔공1
7011031000,1614,측백나무숲앞,Cheukbaek Forest,대구광역시,동구,도평동,128.6631977,35.918987,1,팔공1
7011031100,1619,섬뜸마을,Seomtteum-maeul,대구광역시,동구,도평동,128.6883567,35.93250333,1,팔공1
7011031200,1620,평광마을회관,Pyungkwang Maeul Assembly Hall,대구광역시,동구,도평동,128.690336,35.93266587,1,팔공1
7011031300,3116,태왕그린힐즈건너,Taewang Green Hills,대구광역시,동구,공산동,128.6405383,35.93881,3,"101, 동구8, 북구2"
7011031400,9202,태왕그린힐즈앞2,Taewang Green Hills,대구광역시,동구,공산동,128.6404244,35.93889948,1,101
7011031500,1862,지묘동1,Jimyo-dong,대구광역시,동구,공산동,128.6392917,35.94098333,3,"101, 동구8, 북구2"
7011031600,1863,지묘동2,Jimyo-dong,대구광역시,동구,공산동,128.6393183,35.94087667,1,101
7011031700,1494,송정동2,Songjeong-dong,대구광역시,동구,공산동,128.6221983,35.986905,4,"101, 101-1, 칠곡3, 팔공3"
7011031800,4687,송정동1,Songjeong-dong,대구광역시,동구,공산동,128.622635,35.98709667,4,"101, 101-1, 칠곡3, 팔공3"
7011032000,1692,이마트반야월점건너,E-Mart Banyawol Branch,대구광역시,동구,안심3.4동,128.7285167,35.86925167,2,"518, 518-1"
7011032100,1271,이마트반야월점앞,E-Mart Banyawol Branch,대구광역시,동구,안심3.4동,128.7278917,35.86928667,2,"518, 518-1"
7011032200,1270,송정삼거리1,Songjeong (3) Junction,대구광역시,동구,안심3.4동,128.7318817,35.87066333,2,"518, 518-1"
7011032300,2651,금강동,Geumgang-dong,대구광역시,동구,안심3.4동,128.7363805,35.8591062,3,"618, 849, 849-1"
7011032400,1668,강동중·고등학교,Gangdong Middle and High School,대구광역시,동구,안심3.4동,128.7288883,35.86662667,1,동구2
7011032500,1667,강동중·고등학교건너,Gangdong Middle and High School,대구광역시,동구,안심3.4동,128.7287517,35.86640167,1,동구2
7011032600,1880,동호육교2,Dongho Pedestrian Overpass,대구광역시,동구,안심3.4동,128.7243967,35.86678333,7,"618, 849, 849-1, 동구2, 동구4-1, 동구7, 북구3"
7011032700,1671,동호육교1,Dongho Pedestrian Overpass,대구광역시,동구,안심3.4동,128.7243817,35.86666833,8,"518-1, 618, 849, 849-1, 동구2, 동구4, 동구7, 북구3"
7011032800,1666,영조아파트건너,Yeongjo Apts,대구광역시,동구,안심3.4동,128.7264567,35.86648833,2,"618, 동구2"
7011032900,1669,영조아파트앞,Yeongjo Apts,대구광역시,동구,안심3.4동,128.72661,35.86652833,2,"618, 동구2"
7011033000,1672,상록아파트,Sangnok Apts,대구광역시,동구,안심3.4동,128.7227183,35.86519,8,"518-1, 618, 849, 849-1, 동구2, 동구4, 동구7, 북구3"
7011033100,1665,동호초등학교건너,Dongho Elementary School,대구광역시,동구,안심3.4동,128.721445,35.86484,7,"618, 849, 849-1, 동구2, 동구4-1, 동구7, 북구3"
7011033200,488,태왕메트로시티앞,Taewang Metrocity,대구광역시,동구,효목2동,128.6398767,35.88109667,2,"156, 순환3"
7011033300,179,바른병원건너,Barun Hospital,대구광역시,동구,동촌동,128.6432733,35.88943167,1,618
7011033400,1583,동촌역(2번출구),Dongchon Station,대구광역시,동구,동촌동,128.6499678,35.88615172,1,618
7011033500,2375,도동교1,Dodonggyo (Bridge),대구광역시,동구,도평동,128.6515883,35.91083,1,팔공1
7011033600,2374,도동교2,Dodonggyo (Bridge),대구광역시,동구,도평동,128.6517217,35.91081333,1,팔공1
7011033700,1610,도동제1경로당건너,Dodong 1st Senior Citizen Center,대구광역시,동구,도평동,128.6551258,35.91120145,1,팔공1
7011033800,1611,도동제1경로당앞,Dodong 1st Senior Citizen Center,대구광역시,동구,도평동,128.6562877,35.91212063,1,팔공1
7011033900,1613,갓골건너,Gatgol,대구광역시,동구,도평동,128.6596783,35.915825,1,팔공1
7011034000,1612,갓골앞,Gatgol,대구광역시,동구,도평동,128.65971,35.91574667,1,팔공1
7011034100,5150,효신초등학교앞,Hyosin Elementary School,대구광역시,동구,신천4동,128.6337563,35.87147568,7,"399, 518, 524, 55, 555, 818, 순환2"
7011034300,1293,송정삼거리2,Songjeong (3) Junction,대구광역시,동구,안심3.4동,128.731465,35.87033833,2,"518, 518-1"
7011034400,1069,용계동2,Yonggye-dong,대구광역시,동구,안심2동,128.6862186,35.87883243,3,"156, 동구1, 동구1-1"
7011034500,3588,조일고등학교(종점),Choil High School,대구광역시,동구,해안동,128.692525,35.883578,2,"동구1, 동구1-1"
7011034900,1618,삼육구가든앞,Samyukgu Garden,대구광역시,동구,도평동,128.6742333,35.93151667,1,팔공1
7011035000,1617,삼육구가든건너,Samyukgu Garden,대구광역시,동구,도평동,128.674205,35.93145667,1,팔공1
7011035100,1870,화전동2,Hwajeon-dong,대구광역시,동구,공산동,128.6312817,35.96281667,2,"101, 101-1"
7011035300,1068,용계동1,Yonggye-dong,대구광역시,동구,안심2동,128.6861008,35.87872843,3,"156, 동구1, 동구1-1"
7011035500,9192,신천3동행정복지센터앞,Sincheon 3-dong Community service Center,대구광역시,동구,신천3동,128.623435,35.87521123,2,"805, 동구1"
7011035600,9010,방촌맨션앞,Bangchon Mansion,대구광역시,동구,방촌동,128.6741307,35.87667527,6,"518, 55, 555, 651, 808, 814"
7011035700,3596,팔공학생야영장앞,Palgong Students Camping Ground,대구광역시,동구,공산동,128.6653233,35.992535,1,팔공1
7011035800,3597,K2관사입구(종점),K-2 Official Residence ,대구광역시,동구,해안동,128.67201,35.90262833,1,동구3
7011035900,1857,공산댐앞,Gongsan Dam,대구광역시,동구,공산동,128.6472883,35.94511,3,"401, 팔공1, 팔공2"
7011036000,3599,갓바위,Gatbawi,대구광역시,동구,공산동,128.7260467,35.97051167,3,"401, 팔공2, 팔공3"
7011036100,1599,구둔산,Gudunsan (Mountain),대구광역시,동구,해안동,128.671565,35.89674333,1,동구3
7011036300,1607,동화시설집단지구(종점)2(대구시민안전테마파크),Donghwa Area(Daegu Safety Theme Park),대구광역시,동구,공산동,128.694675,35.98815333,3,"급행1, 팔공1, 팔공3"
7011037700,1616,다리골,Darigol,대구광역시,동구,도평동,128.6703183,35.92967,1,팔공1
7011037800,5096,태왕메트로시티건너,Taewang Metrocity,대구광역시,동구,효목1동,128.6409333,35.880945,2,"156, 순환3-1"
7011037900,2918,반야월역(3번출구),Banyawol Station(3Gate),대구광역시,동구,안심3.4동,128.7146342,35.86584078,11,"518, 518-1, 618, 651, 805, 836, 849, 849-1, 동구4-1, 수성3, 수성3-1"
7011038000,1291,각산역(2번출구),Gaksan Station,대구광역시,동구,안심3.4동,128.7230917,35.86753167,5,"518, 518-1, 618, 849, 849-1"
7011038100,1272,각산역(1번출구),Gaksan Station,대구광역시,동구,안심3.4동,128.72252,35.867515,4,"518, 618, 849, 849-1"
7011038200,2919,반야월역(4번출구)2,Banyawol Station(4Gate),대구광역시,동구,안심3.4동,128.7147264,35.86606315,3,"518, 618, 849-1"
7011038600,1595,경주최씨종가2,Gyeongju Choe's Head House,대구광역시,동구,해안동,128.6856767,35.90122,1,동구3
7011038700,5054,상동마을(둔산길),Sangdong-maeul,대구광역시,동구,해안동,128.6839683,35.89868667,1,동구3
7011038900,1584,대구동촌유치원,Daegu Dongchon Kindergarten,대구광역시,동구,동촌동,128.65288,35.884845,1,618
7011039000,181,동촌해성아파트앞,Haesung Apts,대구광역시,동구,동촌동,128.6454317,35.88845667,1,618
7011039100,5316,대원사입구,Daewonsa,대구광역시,동구,공산동,128.7398841,35.96316915,1,팔공1
7011039200,2439,진인동(진정마을)1,Jinin-dong,대구광역시,동구,공산동,128.7148787,35.95847675,2,"401, 팔공1"
7011039600,1794,중대1동회관앞,Jungdae 1-dong Community Center,대구광역시,동구,공산동,128.63764,35.98527333,2,"101, 101-1"
7011039700,1496,한걸고정마을,Hangeolgojeong-maeul,대구광역시,동구,공산동,128.6372833,35.98799333,2,"101, 101-1"
7011039800,1282,반야월모란1차아파트,Banyawol Moran 1-cha Apts,대구광역시,동구,안심1동,128.7070167,35.86624167,7,"518, 618, 651, 719, 북구3, 수성3, 수성3-1"
7011039900,9181,안심효성타운앞,Hyoseong Town,대구광역시,동구,안심3.4동,128.7121103,35.87213445,12,"55, 555, 708, 805, 808, 814, 818, 836, 849-1, 980, 급행5, 동구2"
7011040000,9005,안심중학교건너,Ansim Middle School,대구광역시,동구,안심1동,128.7072667,35.86599667,7,"518, 618, 651, 719, 북구3, 수성3, 수성3-1"
7011040100,1070,신덕마을입구,Sindeok-maeul,대구광역시,동구,해안동,128.6907667,35.88271833,2,"동구1, 동구1-1"
7011040200,1497,공산파출소,Gonsan Police Station,대구광역시,동구,공산동,128.6339283,35.97969833,2,"101, 101-1"
7011040400,1061,용계삼거리4,Yonggye (3) Junction,대구광역시,동구,안심2동,128.684025,35.87478667,2,"518, 651"
7011040500,9163,용계삼거리2,Yonggye (3) Junction,대구광역시,동구,안심2동,128.6831999,35.8756441,10,"55, 555, 618, 719, 805, 808, 818, 836, 980, 동구2"
7011040600,1625,대구신문사,Daegu Newspaper Company,대구광역시,동구,신천3동,128.622295,35.87566167,1,북구3
7011040800,1637,중리마을,Jungni-maeul,대구광역시,동구,공산동,128.6339017,35.97899833,2,"101, 101-1"
7011040900,1517,팔공3차보성타운건너,Palgong 3-cha Boseong Town,대구광역시,동구,공산동,128.635415,35.94083333,2,"동구8, 북구2"
7011041000,1495,팔공3차보성타운앞,Palgong 3-cha Boseong Town,대구광역시,동구,공산동,128.6359967,35.94085833,2,"동구8, 북구2"
7011041100,3118,대구연경아이파크아파트건너,Daegu Yeongyeong I'PARK,대구광역시,동구,공산동,128.6291705,35.94450062,3,"급행6, 동구8, 북구2"
7011041200,3119,대구연경아이파크아파트앞,Daegu Yeongyeong I'PARK,대구광역시,동구,공산동,128.6293383,35.94464258,3,"급행6, 동구8, 북구2"
7011041300,3111,불로화훼단지앞,Bullo Flower Market,대구광역시,동구,지저동,128.6378783,35.90343,6,"101, 101-1, 401, 동구8, 팔공1, 팔공2"
7011041500,5314,능성동예비군훈련장,Reserve Forces Training Center,대구광역시,동구,공산동,128.7325242,35.96136557,2,"401, 팔공1"
7011041600,9024,봉무공원건너,Bongmu Park,대구광역시,동구,불로.봉무동,128.6411335,35.92198723,7,"101, 101-1, 401, 급행1, 동구8, 팔공1, 팔공2"
7011041800,9017,한국폴리텍대학(영남융합기술캠퍼스),C-Tech. Campus of KOPO,대구광역시,동구,불로.봉무동,128.6413483,35.91948667,7,"101, 101-1, 401, 급행1, 동구8, 팔공1, 팔공2"
7011041900,1600,원불교앞,Won-Buddhism,대구광역시,동구,불로.봉무동,128.641513,35.927732,7,"101, 101-1, 401, 동구8, 북구2, 팔공1, 팔공2"
7011042000,9023,이시아폴리스더샵1단지,EsiaPolis The Sharp 1,대구광역시,동구,불로.봉무동,128.6411417,35.92460667,8,"101, 101-1, 401, 급행1, 동구8, 북구2, 팔공1, 팔공2"
7011042100,3036,송정동3,Songjeong-dong,대구광역시,동구,공산동,128.624647,35.98834,4,"101, 101-1, 칠곡3, 팔공3"
7011042200,3037,송정동4,Songjeong-dong,대구광역시,동구,공산동,128.624885,35.98833333,4,"101, 101-1, 칠곡3, 팔공3"
7011042500,4015,당정마을입구,Dangjeong-maeul,대구광역시,동구,공산동,128.6185587,35.98918902,4,"101, 101-1, 칠곡3, 팔공3"
7011042600,1490,팔공한마음주유소,Palgong Hanmaeum Gas Station,대구광역시,동구,공산동,128.61633,35.991243,4,"101, 101-1, 칠곡3, 팔공3"
7011042700,2543,덕곡(대구선명학교),Deokgok,대구광역시,동구,공산동,128.612217,35.99521,4,"101, 101-1, 칠곡3, 팔공3"
7011042800,9020,덕곡(달구벌고교),Deokgok,대구광역시,동구,공산동,128.6118297,35.99531325,4,"101, 101-1, 칠곡3, 팔공3"
7011042900,1491,팔공한마음주유소건너,Palgong Hanmaeum Gas Station,대구광역시,동구,공산동,128.614618,35.992592,4,"101, 101-1, 칠곡3, 팔공3"
7011043000,9021,당정마을입구건너,Dangjeong-maeul,대구광역시,동구,공산동,128.6184255,35.98909588,4,"101, 101-1, 칠곡3, 팔공3"
7011043100,1950,칡골마을앞,Chikgol Maeul,대구광역시,동구,공산동,128.702295,35.95425842,4,"401, 팔공1, 팔공2, 팔공3"
7011043200,751,당동마을앞,Dangdong Maeul,대구광역시,동구,공산동,128.703822,35.954807,4,"401, 팔공1, 팔공2, 팔공3"
7011043300,1713,당동마을건너,Dangdong Maeul,대구광역시,동구,공산동,128.703927,35.955017,4,"401, 팔공1, 팔공2, 팔공3"
7011043400,1714,칡골마을건너,Chikgol Maeul,대구광역시,동구,공산동,128.70207,35.95434373,4,"401, 팔공1, 팔공2, 팔공3"
7011043600,2425,중리삼거리1,Jungni (3) Junction,대구광역시,동구,공산동,128.6308333,35.97765,2,"101, 101-1"
7011043700,5270,중리삼거리2,Jungni (3) Junction,대구광역시,동구,공산동,128.6305942,35.97751645,2,"101, 101-1"
7011043800,2520,신생원건너,Sinsengwon,대구광역시,동구,안심3.4동,128.7325735,35.86473202,2,"618, 849"
7011043900,2519,신생원앞,Sinsengwon,대구광역시,동구,안심3.4동,128.732647,35.86486537,2,"618, 849-1"
7011044000,9006,신서성당건너,Sinseo Catholic Church,대구광역시,동구,안심3.4동,128.7280767,35.86492,3,"618, 849-1, 동구2"
7011044100,2477,신서성당앞,Sinseo Catholic Church,대구광역시,동구,안심3.4동,128.7276037,35.86471255,3,"618, 849, 동구2"
7011044200,5059,덕산마을앞,Deoksan-maeul,대구광역시,동구,공산동,128.6227567,35.984465,2,"101, 101-1"
7011044300,201,덕산마을건너,Deoksan-maeul,대구광역시,동구,공산동,128.622756,35.98464727,2,"101, 101-1"
7011044400,1197,상리마을앞,Sangni-maeul,대구광역시,동구,공산동,128.628182,35.97976948,2,"101, 101-1"
7011044500,1278,상리마을건너,Sangni-maeul,대구광역시,동구,공산동,128.6287593,35.97951067,2,"101, 101-1"
7011044600,2611,안심중학교앞,Ansim Middle School,대구광역시,동구,안심3.4동,128.7108883,35.866085,7,"518, 618, 651, 719, 북구3, 수성3, 수성3-1"
7011044700,9142,동촌유원지,Dongchon Resort,대구광역시,동구,효목1동,128.6555209,35.87803077,3,"156, 808, 북구3"
7011044900,9194,아양아트센터건너,Ayang Art Center,대구광역시,동구,효목1동,128.6521524,35.88031128,3,"156, 808, 북구3"
7011045000,2387,신암보성아파트앞,Sinam Boseong Apts,대구광역시,동구,신암4동,128.6249069,35.88746025,1,413
7011045100,1655,진인동(진정마을)2,Jinin-dong,대구광역시,동구,공산동,128.7146076,35.95819588,2,"401, 팔공1"
7011045200,2492,모래정마을앞,Moraejeong Maeul,대구광역시,동구,공산동,128.7250117,35.95990833,2,"401, 팔공1"
7011045300,2507,모래정마을건너,Moraejeong Maeul,대구광역시,동구,공산동,128.7249483,35.96005667,2,"401, 팔공1"
7011045600,2661,팔공학생야영장입구앞,Palgong Students Camping Ground,대구광역시,동구,공산동,128.6687917,35.989605,1,팔공3
7011045700,2587,팔공학생야영장입구건너,Palgong Students Camping Ground,대구광역시,동구,공산동,128.6690317,35.98979167,1,팔공3
7011045800,1981,부인사건너,Buinsa,대구광역시,동구,공산동,128.673605,35.99241,1,팔공3
7011045900,1944,부인사앞,Buinsa,대구광역시,동구,공산동,128.6739,35.99271167,1,팔공3
7011046000,1967,수태골건너,Sutaegol,대구광역시,동구,공산동,128.6813283,35.99265667,1,팔공3
7011046100,2455,수태골앞,Sutaegol,대구광역시,동구,공산동,128.6814067,35.99274333,1,팔공3
7011046200,1889,전기안전공사앞,Electrical Safety Corporation,대구광역시,동구,신암4동,128.634605,35.88383333,1,순환3
7011046300,1742,전기안전공사건너,Electrical Safety Corporation,대구광역시,동구,효목1동,128.634935,35.88391833,1,순환3-1
7011046400,693,반야월역(2번출구),Banyawol Station(2Gate),대구광역시,동구,안심3.4동,128.713735,35.864815,3,"719, 849, 980"
7011046500,9182,율하휴먼시아6단지앞,Yulha Humansia Apts 6,대구광역시,동구,안심1동,128.6945496,35.86385778,1,북구3
7011046600,9183,율하휴먼시아6단지건너,Yulha Humansia Apts 6,대구광역시,동구,안심1동,128.6937591,35.8637784,1,북구3
7011046700,1938,율하휴먼시아8단지앞,Yulha Humansia Apts 8,대구광역시,동구,안심1동,128.6990483,35.86348833,1,북구3
7011046800,1937,율원초등학교앞,Yulwon Elementary School,대구광역시,동구,안심1동,128.7013567,35.865155,3,"북구3, 수성3, 수성3-1"
7011046900,1936,율원초등학교건너,Yulwon Elementary School,대구광역시,동구,안심1동,128.7015362,35.86503058,3,"북구3, 수성3, 수성3-1"
7011047000,1935,율하휴먼시아9단지앞,Yulha Humansia Apts 9,대구광역시,동구,안심1동,128.6990274,35.8632827,1,북구3
7011047100,2458,율하역(2번출구),Yulha Station,대구광역시,동구,안심1동,128.691705,35.86902667,2,"수성3, 수성3-1"
7011047200,2459,신평동2,Sinpyeong-dong,대구광역시,동구,안심2동,128.6846283,35.87627667,3,"156, 동구1, 동구1-1"
7011047300,2463,신평동1,Sinpyeong-dong,대구광역시,동구,안심2동,128.684615,35.87686667,3,"156, 동구1, 동구1-1"
7011047400,2686,중심마을2,Jungsim Maeul2,대구광역시,동구,공산동,128.6845433,35.95861333,1,팔공1
7011047500,2687,율하근린공원건너,Yulha Neighborhood Park,대구광역시,동구,안심1동,128.6917533,35.86820333,2,"수성3, 수성3-1"
7011047600,1896,용수동1,Yongsu-dong,대구광역시,동구,공산동,128.6758917,35.97546667,1,팔공1
7011047700,2677,신무동2,Sinmu-dong,대구광역시,동구,공산동,128.6732517,35.98582833,1,팔공1
7011048100,2678,송정1동,Songjeong-dong,대구광역시,동구,공산동,128.6217033,35.98644833,2,"101, 101-1"
7011048200,2645,신무동1,Sinmu-dong,대구광역시,동구,공산동,128.6731333,35.98581,1,팔공1
7011048300,1964,용수동2,Yongsu-dong,대구광역시,동구,공산동,128.675825,35.97553833,1,팔공1
7011048400,3159,해안동행정복지센터,Haean-dong Community service Center,대구광역시,동구,해안동,128.6723351,35.8822944,1,동구3
7011048500,3160,용계동3,Yonggye-dong,대구광역시,동구,안심2동,128.68785,35.880495,3,"156, 동구1, 동구1-1"
7011048600,3161,용계동4,Yonggye-dong,대구광역시,동구,안심2동,128.6878217,35.88056333,3,"156, 동구1, 동구1-1"
7011048700,3162,율하휴먼시아5단지건너,Yulha Humansia Apts 5,대구광역시,동구,안심1동,128.6906185,35.86397593,3,"북구3, 수성3, 수성3-1"
7011048800,2807,율하휴먼시아5단지앞,Yulha Humansia Apts 5,대구광역시,동구,안심1동,128.6907308,35.86396387,3,"북구3, 수성3, 수성3-1"
7011048900,9022,봉무불로파출소,Bulll/Bongmu police substation,대구광역시,동구,불로.봉무동,128.641295,35.92791333,7,"101, 101-1, 401, 동구8, 북구2, 팔공1, 팔공2"
7011049000,2810,팔공산IC입구,Palgongsan IC,대구광역시,동구,불로.봉무동,128.6410433,35.90773167,6,"101, 101-1, 401, 동구8, 팔공1, 팔공2"
7011049200,2811,대구선방촌공원,Daegu Line Bangchon Park,대구광역시,동구,해안동,128.6697767,35.88083,1,동구3
7011049300,2752,부남교2,Bunam-gyo(Bridge)2,대구광역시,동구,공산동,128.6763333,35.97370167,1,팔공1
7011049400,2814,진인동(양지마을)건너,Jinin-dong(Yangji-maeul),대구광역시,동구,공산동,128.7169083,35.96308833,3,"401, 팔공2, 팔공3"
7011049500,2815,진인동(양지마을)앞,Jinin-dong(Yangji-maeul),대구광역시,동구,공산동,128.7183917,35.96444,3,"401, 팔공2, 팔공3"
7011049700,9019,이시아폴리스더샵2단지,EsiaPolisTheSharp 2.,대구광역시,동구,불로.봉무동,128.6415883,35.92576333,9,"101, 101-1, 401, 급행1, 급행6, 동구8, 북구2, 팔공1, 팔공2"
7011049900,2943,한국부동산원앞,Korea Real Estate Board,대구광역시,동구,안심3.4동,128.7301,35.87847167,1,동구4
7011050000,2954,명산교(명산화성타운건너),Myeongsan-gyo,대구광역시,동구,공산동,128.6372733,35.94397333,2,"101, 101-1"
7011050100,2957,첨단의료산업진흥재단앞,Daegu-kyeong MIF,대구광역시,동구,안심3.4동,128.7357217,35.87844167,1,동구4-1
7011051200,2959,첨단의료산업진흥재단건너,Daegu-kyeong MIF,대구광역시,동구,안심3.4동,128.735375,35.87806667,1,동구4
7011051300,2958,한국산업단지공단앞,Korea Industrial Complex Corp,대구광역시,동구,안심3.4동,128.7300681,35.87941963,1,동구4-1
7011051400,2973,LH5단지아파트후문앞,LH Apts5 Back gate,대구광역시,동구,안심3.4동,128.7149683,35.88332167,1,동구4
7011051500,2984,안심역(1번출구),Ansim Station,대구광역시,동구,안심3.4동,128.733565,35.87240667,1,동구4-1
7011051600,2986,대구경북지방병무청,Daegu-kyeongbuk MMA,대구광역시,동구,안심3.4동,128.7351894,35.87706717,2,"708, 동구4"
7011051800,9272,각산푸르지오앞,Gaksan Prugio,대구광역시,동구,안심3.4동,128.7139433,35.87418,2,"708, 동구4"
7011051900,9273,각산푸르지오건너,Gaksan Prugio,대구광역시,동구,안심3.4동,128.7138667,35.874795,2,"708, 동구4-1"
7011052200,2836,새론초등학교건너,Saeron Elementary School,대구광역시,동구,안심3.4동,128.716455,35.88534833,2,"동구4-1, 동구7"
7011052300,2835,이노밸리로1,Innovalley-ro,대구광역시,동구,안심3.4동,128.7215265,35.87790335,3,"708, 동구4-1, 동구7"
7011052400,2841,이노밸리로2,Innovalley-ro,대구광역시,동구,안심3.4동,128.7218445,35.87774462,3,"708, 동구4, 동구7"
7011052500,2834,신서롯데캐슬레전드서편앞,Sinseo Lotte Castle Legend,대구광역시,동구,안심3.4동,128.7239783,35.870565,4,"동구2, 동구4-1, 동구7, 북구3"
7011052600,2837,서한이다음1차앞,Seohan E-Daum 1-cha,대구광역시,동구,안심3.4동,128.7147433,35.88329833,2,"동구4-1, 동구7"
7011052700,9178,새론초등학교앞,Saeron Elementary School,대구광역시,동구,안심3.4동,128.7164,35.88517167,1,동구4
7011052800,2842,신서롯데캐슬레전드서편건너,Sinseo Lotte Castle Legend,대구광역시,동구,안심3.4동,128.72372,35.87027333,4,"동구2, 동구4, 동구7, 북구3"
7011052900,9018,봉무공원앞,Bongmu Park,대구광역시,동구,불로.봉무동,128.6415117,35.92239333,7,"101, 101-1, 401, 동구8, 북구2, 팔공1, 팔공2"
7011053000,9025,대구섬유박물관,Daegu Textile Museum,대구광역시,동구,불로.봉무동,128.6409367,35.919065,6,"101, 101-1, 401, 동구8, 팔공1, 팔공2"
7011053100,2855,효자강순항나무,Huojagangsoonhang Tree,대구광역시,동구,도평동,128.68396,35.93253667,1,팔공1
7011053200,2864,파계사입구앞,Paguesa,대구광역시,동구,공산동,128.6373983,35.989965,1,팔공3
7011053300,2865,파계사입구건너,Paguesa,대구광역시,동구,공산동,128.6377517,35.98987,1,팔공3
7011053400,9185,율하남교1,Yulhanamgyo(Bridge),대구광역시,동구,안심2동,128.6899833,35.87213167,4,"518, 618, 651, 719"
7011053700,5311,양방마을건너,Yangbang-maeul,대구광역시,동구,공산동,128.7278767,35.96017833,2,"401, 팔공1"
7011053800,5312,양방마을앞,Yangbang-maeul,대구광역시,동구,공산동,128.7282117,35.96043667,2,"401, 팔공1"
7011053900,5313,능성동예비군훈련장건너,Reserve Forces Training Center,대구광역시,동구,공산동,128.7327616,35.96162993,1,팔공1
7011054000,3057,대원사건너,Daewonsa,대구광역시,동구,공산동,128.7391217,35.96298333,1,팔공1
7011054100,5318,능성동(종점)1,Neungseong-dong,대구광역시,동구,공산동,128.7429183,35.963335,1,팔공1
7011054200,5317,능성동(종점)2,Neungseong-dong,대구광역시,동구,공산동,128.7430767,35.96318167,1,팔공1
7011054300,2851,한국지능정보사회진흥원,National Information Society Agency,대구광역시,동구,안심3.4동,128.7305869,35.88072623,1,동구4-1
7011054400,2852,혁신2근린공원,Hyuksin 2 Park,대구광역시,동구,안심3.4동,128.7324,35.88143833,1,동구4
7011054500,2870,한걸마을앞,Hangeol Maeul,대구광역시,동구,공산동,128.635965,35.98329333,2,"101, 101-1"
7011054700,2873,한걸마을건너,Hangeol Maeul,대구광역시,동구,공산동,128.6358033,35.98308667,2,"101, 101-1"
7011054800,2871,탱리마을앞,Taengri Maeul,대구광역시,동구,공산동,128.6360467,35.984985,2,"101, 101-1"
7011054900,2872,탱리마을건너,Taengri Maeul,대구광역시,동구,공산동,128.6358283,35.98508333,2,"101, 101-1"
7011055100,2881,한국건강관리협회건너,Korea Association of Health Promotion,대구광역시,동구,신천3동,128.6231389,35.8686682,1,805
7011055200,2882,신덕마을입구앞,Sindeok Maeul,대구광역시,동구,안심2동,128.6895867,35.88199667,1,156
7011055400,3028,신덕마을입구건너,Sindeok Maeul,대구광역시,동구,안심2동,128.6893608,35.88199378,1,156
7011055600,3023,혁신도시입구1,Palgong Innovalley,대구광역시,동구,안심3.4동,128.7138996,35.87848022,2,"708, 동구4-1"
7011055700,9177,혁신도시입구2,Palgong Innovalley,대구광역시,동구,안심3.4동,128.7142954,35.87842153,2,"708, 동구4"
7011055800,3022,서한이다음2차앞,Seohan Leedaeum 2-cha,대구광역시,동구,안심3.4동,128.7142138,35.88074628,2,"동구4-1, 동구7"
7011055900,2946,서한이다음2차건너,Seohan Leedaeum 2-cha,대구광역시,동구,안심3.4동,128.714595,35.88066373,1,동구4
7011056000,2992,LH5단지아파트앞,LH Apts 5-cha,대구광역시,동구,안심3.4동,128.7167167,35.882385,1,동구4
7011056100,3000,LH5단지아파트건너,LH Apts 5-cha,대구광역시,동구,안심3.4동,128.7168167,35.88213167,2,"동구4-1, 동구7"
7011056200,3021,새론중학교앞,Saeron Middle School,대구광역시,동구,안심3.4동,128.72548,35.87848667,2,"708, 동구4-1"
7011056300,3003,새론중학교건너,Saeron Middle School,대구광역시,동구,안심3.4동,128.7253533,35.87832167,2,"708, 동구4"
7011056400,3020,한국부동산원앞2,Korea Real Estate Board2,대구광역시,동구,안심3.4동,128.7282571,35.87832278,2,"708, 동구4-1"
7011056500,3004,신용보증기금앞,Korea Gredit Guarantee Fund,대구광역시,동구,안심3.4동,128.7282434,35.87802468,2,"708, 동구4"
7011056600,3012,NH농협혁신도시지점앞,Palgong Innovalley Branch,대구광역시,동구,안심3.4동,128.732595,35.87786753,1,708
7011056700,3006,NH농협혁신도시지점건너,Palgong Innovalley Branch,대구광역시,동구,안심3.4동,128.7325665,35.87760517,1,708
7011056800,3009,한국교육학술정보원앞,Korea Educational Research Information Service,대구광역시,동구,안심3.4동,128.7354843,35.87687242,2,"708, 동구4-1"
7011056900,3026,봉무초등학교앞,Bongmu Elementary School,대구광역시,동구,불로.봉무동,128.6360842,35.92508745,1,급행6
7011057000,3025,봉무초등학교건너,Bongmu Elementary School,대구광역시,동구,불로.봉무동,128.6376632,35.9250183,2,"401, 급행6"
7011057100,3024,이시아폴리스롯데몰앞,EsiaPolis Lottemall,대구광역시,동구,불로.봉무동,128.6355285,35.92064815,1,급행6
7011057200,3027,이시아폴리스롯데몰건너,EsiaPolis Lottemall,대구광역시,동구,불로.봉무동,128.6351337,35.92044427,1,급행6
7011057300,3844,율원중학교앞,Yulwon Middle School,대구광역시,동구,안심1동,128.7012387,35.86140857,2,"수성3, 수성3-1"
7011057400,3845,율원중학교건너,Yulwon Middle School,대구광역시,동구,안심1동,128.7010668,35.8615393,2,"수성3, 수성3-1"
